SOURCE	TARGET
بالضياع	للضياع	REPLACE_SW
فهنا	فهنا	UC
يكون	يكون	UC
لها	لها	UC
تأثير	تأثير	UC
سلبي	سلبي	UC
على	على	UC
الفرد	الفرد	UC
وعلى	وعلى	UC
المجتمع	المجتمع	UC
كذلك	كذلك	UC
إضاعة	إضاعة	UC
الوقت	الوقت	UC
بما	بما	UC
هو	هو	UC
ليس	ليس	UC
مفيد	مفيدا	REPLACE_XC
فالوقت	فالوقت	UC
كالسيف	كالسيف	UC
إن	إن	UC
لم	لم	UC
تقطعه	تقطعه	UC
قطعك	قطعك	UC
الهلاك	الهلاك	UC
والضياع	والضياع	UC
والضياع	والضياع	UC
الفكري	الفكري	UC
أما	أما	UC
بالنسبة	بالنسبة	UC
للمجتمع	للمجتمع	UC
فتدهوره	فتدهوره	UC
وتدمره	وتدمره	UC
وفساده	وفساده	UC
فيما	في ما	SPLIT
هو		DELETE_XM
يضر	يضر	UC
ولا	ولا	UC
ينفع	ينفع	UC
انتشار	انتشار	UC
النزاعات	النزاعات	UC
والجرائم	والجرائم	UC
بسرعة	بسرعة	UC
فائقة	فائقة	UC
لأن	لأن	UC
هذه	هذه	UC
الوسائل	الوسائل	UC
جعلت	جعلت	UC
العالم	العالم	UC
يصبح	يصبح	UC
أصغر	أصغر	UC
وأقرب	وأقرب	UC
مما	مما	UC
كانت	كان	REPLACE_XG
عليه	عليه	UC
سابقا	سابقا	UC
وفي	وفي	UC
النهاية	النهاية	UC
يكون	يكون	UC
تأثير	تأثير	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
شديد	شديد	UC
الأهمية	الأهمية	UC
سواء	سواء	UC
كان	كان	UC
على	على	UC
الفرد	الفرد	UC
أو	أو	UC
المجتمع	المجتمع	UC
فيجب	فيجب	UC
على	على	UC
الأفراد	الأفراد	UC
الحذر	الحذر	UC
من	من	UC
هذا	هذا	UC
السلاح	السلاح	UC
الخطير	الخطير	UC
واستخدامه	واستخدامه	UC
بالطريقة	بالطريقة	UC
الصحيحة	الصحيحة	UC
ليتجنب	ليتجنب	UC
العواقب	العواقب	UC
الوخيمة	الوخيمة	UC
أو	أو	UC
أن	أن	UC
تتحقق	تتحقق	UC
الفوائد	الفوائد	UC
العظيمة	العظيمة	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
وتأثيرها	وتأثيرها	UC
على	على	UC
الفرد	الفرد	UC
والمجتمع	والمجتمع	UC
نعيش	نعيش	UC
الآن	الآن	UC
في	في	UC
زمن	زمن	UC
أصبح	أصبح	UC
فيه	فيه	UC
الكوكب	الكوكب	UC
كقرية	كقرية	UC
صغيرة	صغيرة	UC
حيث	حيث	UC
أن	إن	REPLACE_OH
الآخبار	الأخبار	REPLACE_OH
تتناقل	تتناقل	UC
فيه	فيه	UC
بسرعه	بسرعة	REPLACE_OT
كبيرة	كبيرة	UC
وأصبح	وأصبح	UC
البعيد	البعيد	UC
قريب	قريبا	REPLACE_XC
وهذا	وهذا	UC
كله	كله	UC
بفضل	بفضل	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
التي	التي	UC
ساهمت	ساهمت	UC
في	في	UC
جعل	جعل	UC
التواصل	التواصل	UC
بين	بين	UC
الأفراد	الأفراد	UC
سهلا	سهلا	UC
جدا	جدا	UC
بعد	بعد	UC
تلك	تلك	UC
الرسائل	الرسائل	UC
البريدية	البريدية	UC
التي	التي	UC
كانت	كانت	UC
تستغرق	تستغرق	UC
أياما	أياما	UC
لتصل	لتصل	UC
للطرف	للطرف	UC
الآخر	الآخر	UC
ولكن	ولكن	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
سلاح	سلاح	UC
ذو	ذو	UC
حدين	حدين	UC
حيث	حيث	UC
أن	إن	REPLACE_OH
لها	لها	UC
إيجابيات	إيجابيات	UC
وسلبيات	وسلبيات	UC
قد	قد	UC
تغطي	تغطي	UC
عليها	عليها	UC
أولا	أولا	UC
نرى	نرى	UC
الكثير	الكثير	UC
من	من	UC
الناس	الناس	UC
لايستطيعون	لا يستطيعون	SPLIT
إمضاء	إمضاء	UC
يوم	يوم	UC
كامل	كامل	UC
دون	دون	UC
استخدام	استخدام	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
مما	مما	UC
قد	قد	UC
يؤثر	يؤثر	UC
سلبا	سلبا	UC
عليهم	عليهم	UC
وعلى	وعلى	UC
علاقاتهم	علاقاتهم	UC
وحياتهم	وحياتهم	UC
الاجتماعية	الاجتماعية	UC
فقد	فقد	UC
ظهرت	ظهرت	UC
الكثير	الكثير	UC
من	من	UC
الظواهر	الظواهر	UC
والمشاكل	والمشاكل	UC
التي	التي	UC
لم	لم	UC
تكن	تكن	UC
موجوده	موجودة	REPLACE_OT
سابقا	سابقا	UC
كالتنمر	كالتنمر	UC
والابتزاز	والابتزاز	UC
الإلكتروني	الإلكتروني	UC
وسرقة	وسرقة	UC
المعلومات	المعلومات	UC
الشخصية	الشخصية	UC
واستخدامها	واستخدامها	UC
لأغراض	لأغراض	UC
غير	غير	UC
لائقة	لائقة	UC
وهذا	وهذا	UC
كله	كله	UC
بفضل	بفضل	UC
الاستخدام	الاستخدام	UC
السيئ	السيئ	UC
لوسائل	لوسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
ولا	ولا	UC
ننسى	ننسى	UC
أن	أن	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
قد	قد	UC
سرقت	سرقت	UC
منا	منا	UC
الاجتماعات	الاجتماعات	UC
العائلية	العائلية	UC
ومع	ومع	UC
الاصدقاء	الأصدقاء	REPLACE_OH
فقد	فقد	UC
أصبحت	أصبحت	UC
الرسائل	الرسائل	UC
هي	هي	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الوحيدة	الوحيدة	UC
بيننا	بيننا	UC
وقد	وقد	UC
تحولت	تحولت	UC
تلك	تلك	UC
الضحكات	الضحكات	UC
والجمعات	والتجمعات	REPLACE_OM
العائلية	العائلية	UC
إلى	إلى	UC
محادثات	محادثات	UC
لا	لا	UC
تحوي	تحوي	UC
على أي	أيا	UNK
من	من	UC
المشاعر	المشاعر	UC
الحقيقية	الحقيقية	UC
ثانيا	ثانيا	UC
في	في	UC
الطرف	الطرف	UC
الآخر	الآخر	UC
فإن	فإن	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لها	لها	UC
إيجابيات	إيجابيات	UC
كثيرة	كثيرة	UC
فقد	فقد	UC
سهلت	سهلت	UC
نشر	نشر	UC
المعرفة	المعرفة	UC
بين	بين	UC
كافة	كافة	UC
فئات	فئات	UC
المجتمع	المجتمع	UC
وقللت	وقللت	UC
متاعب	متاعب	UC
الغربة	الغربة	UC
على	على	UC
البعض	البعض	UC
من	من	UC
خلال	خلال	UC
المكالمات	المكالمات	UC
بالفيديو	بالفيديو	UC
وأيضا	وأيضا	UC
وفرت	وفرت	UC
الكثير	الكثير	UC
على	على	UC
الجهات	الجهات	UC
الحكومية	الحكومية	UC
وغيرها	وغيرها	UC
حيث	حيث	UC
أنه	إنه	REPLACE_OH
يمكن	يمكن	UC
لأي	لأي	UC
شخص	شخص	UC
إنهاء	إنهاء	UC
معاملاته	معاملاته	UC
في	في	UC
دقيقة	دقيقة	UC
دون	دون	UC
أي	أي	UC
تعب	تعب	UC
وقدمت	وقدمت	UC
الكثير	الكثير	UC
من	من	UC
الخدمات	الخدمات	UC
كالشراء	كالشراء	UC
والبيع	والبيع	UC
من	من	UC
خلالها	خلالها	UC
في	في	UC
الختام	الختام	UC
إن	إن	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
تعتمد	تعتمد	UC
على	على	UC
كيفية	كيفية	UC
استخدامها	استخدامها	UC
فكما	فكما	UC
قلنا	قلنا	UC
سابقا	سابقا	UC
هي	هي	UC
سلاح	سلاح	UC
ذو	ذو	UC
حدين	حدين	UC
لذا	لذا	UC
على	على	UC
الجميع	الجميع	UC
توخي	توخي	UC
الحذر	الحذر	UC
عند	عند	UC
استخدامها	استخدامها	UC
وتوقع	وتوقع	UC
أخطاء	أخطاء	UC
الآخرين	الآخرين	UC
أيضا	أيضا	UC
ولا	ولا	UC
ننكر	ننكر	UC
أنها	أنها	UC
أصبحت	أصبحت	UC
جزء	جزءا	REPLACE_XC
لا	لا	UC
يتجزأ	يتجزأ	UC
من	من	UC
حياتنا	حياتنا	UC
في	في	UC
هذا	هذا	UC
الزمان	الزمان	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
عندما	عندما	UC
دخلت	دخلت	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
عالمنا	عالمنا	UC
أحدثت	أحدثت	UC
تغيرا	تغيرا	UC
هائلا	هائلا	UC
في	في	UC
حياتنا	حياتنا	UC
اليومية	اليومية	UC
ولكن	ولكن	UC
لكل	لكل	UC
شيء	شيء	UC
جديد	جديد	UC
جوانب	جوانب	UC
إيجابية	إيجابية	UC
وسلبية	وسلبية	UC
فقد	فقد	UC
أصبح	أصبح	UC
بعض	بعض	UC
الناس	الناس	UC
أكثر	أكثر	UC
قربا	قربا	UC
لبعض	لبعض	UC
أصدقائهم	أصدقائهم	UC
المغتربين	المغتربين	UC
والبعض	والبعض	UC
أصبحوا	أصبح	REPLACE_XN
أكثر	أكثر	UC
بعدا	بعدا	UC
عن	عن	UC
أخوانه	إخوانه	REPLACE_OH
الذين	الذين	UC
يجلسون	يجلسون	UC
في	في	UC
الغرفة	الغرفة	UC
المجاورة	المجاورة	UC
وهنا	وهنا	UC
يأتي	يأتي	UC
دور	دور	UC
الفرد	الفرد	UC
في	في	UC
استخدام	استخدام	UC
الشيء	الشيء	UC
باتزان	باتزان	UC
إن	إن	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
أفادة	أفادت	REPLACE_OT
شتى	شتى	UC
البشر	البشر	UC
فقد	فقد	UC
أصبح	أصبح	UC
من	من	UC
الممكن	الممكن	UC
أن	أن	UC
ترى	ترى	UC
وتطمئن	وتطمئن	UC
على	على	UC
أخاك	أخيك	REPLACE_XC
الذي	الذي	UC
سافر	سافر	UC
ليدرس	ليدرس	UC
في	في	UC
دولة	دولة	UC
بعيدة	بعيدة	UC
وأنت	وأنت	UC
في	في	UC
صالة	صالة	UC
منزلك	منزلك	UC
وتستطيع	وتستطيع	UC
أن	أن	UC
تسمع	تسمع	UC
أخبار	أخبار	UC
العالم	العالم	UC
بكبسة	بكبسة	UC
زر	زر	UC
وغيرها	وغيرها	UC
الكثير	الكثير	UC
من	من	UC
الأشياء	الأشياء	UC
الجميلة	الجميلة	UC
والمفيدة	والمفيدة	UC
التي	التي	UC
تستطيع	تستطيع	UC
أن	أن	UC
تفعلها	تفعلها	UC
إذا	إذا	UC
باستخدامك	باستخدامك	UC
لوسائل	لوسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
ولكن	ولكن	UC
هناك	هناك	UC
من	من	UC
يسيء	يسيء	UC
استخدامها	استخدامها	UC
فهناك	فهناك	UC
من	من	UC
استخدموا	استخدموا	UC
هذه	هذه	UC
التكنلوجيا	التكنولوجيا	REPLACE_OH+REPLACE_OM
لعمل	لعمل	UC
السوء	السوء	UC
فمنهم	فمنهم	UC
من	من	UC
ينشر	ينشر	UC
الإشاعات	الإشاعات	UC
ويشوه	ويشوه	UC
سمعة	سمعة	UC
مجتمع	مجتمع	UC
ودولة	ودولة	UC
ومنهم	ومنهم	UC
من	من	UC
أصبح	أصبح	UC
مدمنا	مدمنا	UC
في	في	UC
استخدام	استخدام	UC
هذه	هذه	UC
الوسائل	الوسائل	UC
حتى	حتى	UC
أثر	أثر	UC
ذلك	ذلك	UC
على	على	UC
جسده	جسده	UC
فبسبب	فبسبب	UC
الادمان	الإدمان	REPLACE_OH
أصبح	أصبح	UC
هذا	هذا	UC
الشخص	الشخص	UC
كسولا	كسولا	UC
لا	لا	UC
يحب	يحب	UC
الحركة	الحركة	UC
وبتالي	وبالتالي	REPLACE_XF
سوف	سوف	UC
يكون	يكون	UC
أكثر	أكثر	UC
عرضة	عرضة	UC
للأمراض	للأمراض	UC
ولذلك	ولذلك	UC
يجب	يجب	UC
علينا	علينا	UC
أن	أن	UC
نستخدم	نستخدم	UC
هذه	هذه	UC
الوسائل	الوسائل	UC
بحكمة	بحكمة	UC
وباتزان	وباتزان	UC
لأن	لأن	UC
أي	أي	UC
شيء	شيء	UC
إذا	إذا	UC
استخدمته	استخدمته	UC
زيادة	زيادة	UC
عن	عن	UC
اللزوم	اللزوم	UC
سوف	سوف	UC
ينقلب	ينقلب	UC
ضدك	ضدك	UC

في	في	UC
هذا	هذا	UC
العصر	العصر	UC
الجديد	الجديد	UC
الجميع	الجميع	UC
مدمنون	مدمنون	UC
على	على	UC
الكنولجيا	التكنولوجيا	REPLACE_OH+REPLACE_OM
و خصيصا	وخصيصا	MERGE
استخدام	استخدام	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
يوميا	يوميا	UC
من	من	UC
دون	دون	UC
توقف	توقف	UC
في	في	UC
كل	كل	UC
شيء	شيء	UC
تتواجد	تتواجد	UC
السلبيات	السلبيات	UC
و الايجابيات	والإيجابيات	REPLACE_O
و لكن	ولكن	MERGE
	في	INSERT_XM
بعض	بعض	UC
الاحيان	الأحيان	REPLACE_OH
قد	قد	UC
تتدفق	تتدفق	UC
السلبيات	السلبيات	UC
على	على	UC
الايجابيات	الإيجابيات	REPLACE_OH
من ما	مما	UNK
سيجلعها	سيجعلها	REPLACE_OC
اكثر	أكثر	REPLACE_OH
خطرا	خطرا	UC
على	على	UC
المجتمع	المجتمع	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي	هي	UC
وسيله	وسيلة	REPLACE_OT
للتواصل	للتواصل	UC
و معرفة	ومعرفة	MERGE
اخر	آخر	REPLACE_OH
الاخيار	الأخبار	REPLACE_OH
المهمه	المهمة	REPLACE_OT
في	في	UC
العالم	العالم	UC
يمكن	يمكن	UC
للفرد	للفرد	UC
ان	أن	REPLACE_OH
يستخدم	يستخدم	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بالطريقة	بالطريقة	UC
الصحيحة	الصحيحة	UC
وهذا	وهذا	UC
باتباع	باتباع	UC
القوانين	القوانين	UC
المطالبة	المطالبة	UC
من	من	UC
اكبر	أكبر	REPLACE_OH
مخاطر	مخاطر	UC
استخدام	استخدام	UC
التواصل	التواصل	UC
الاجتناعي	الاجتماعي	REPLACE_OR
و اكثرها	وأكثرها	UNK
عرضا	عرضا	UC
هي	هي	UC
استخدام	استخدام	UC
الاطفال	الأطفال	REPLACE_OH
بشكل	بشكل	UC
غير	غير	UC
صحي	صحي	UC
للتواصل	للتواصل	UC
الاجتماعي	الاجتماعي	UC
بالطريقة	بالطريقة	UC
الاخاطئة	الخاطئة	REPLACE_OD
من ما	مما	UNK
يؤدي	يؤدي	UC
الى	إلى	REPLACE_OH
الكثير	الكثير	UC
من	من	UC
المشاكل	المشاكل	UC
تتواجد	تتواجد	UC
الكثير	الكثير	UC
من	من	UC
الاشياء	الأشياء	REPLACE_OH
المطروحه	المطروحة	REPLACE_OT
على	على	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
التي	التي	UC
لا	لا	UC
يجب	يجب	UC
لأي	لأي	UC
طفل	طفل	UC
ان	أن	REPLACE_OH
يراها	يراها	UC
او	أو	REPLACE_OH
يقرأها	يقرأها	UC
ولا	ولا	UC
تتواجد	تتواجد	UC
امور	أمور	REPLACE_OH
لمنع	لمنع	UC
ظهور	ظهور	UC
هذه	هذه	UC
الاشياء	الأشياء	REPLACE_OH
التي	التي	UC
قد	قد	UC
تضر	تضر	UC
تفكير	تفكير	UC
الطفل	الطفل	UC
و افعاله	وأفعاله	UNK
كما	كما	UC
ان	أن	REPLACE_OH
استخدام	استخدام	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
قد	قد	UC
يظر	يضر	REPLACE_OR
بالصحه	بالصحة	REPLACE_OT
النظريه	النظرية	REPLACE_OT
و الجلوس	والجلوس	MERGE
لوقت	لوقت	UC
طويل	طويل	UC
للنظر	للنظر	UC
الى	إلى	REPLACE_OH
الهاتف	الهاتف	UC
كما	كما	UC
ان	أن	REPLACE_OH
في	في	UC
بعض	بعض	UC
الاحيان	الأحيان	REPLACE_OH
تتداول	تتداول	UC
مواضيع	مواضيع	UC
سياسيه	سياسية	REPLACE_OT
بين	بين	UC
الدول	الدول	UC
قد	قد	UC
يقع	يقع	UC
الشخص	الشخص	UC
في	في	UC
الكثير	الكثير	UC
من	من	UC
المصائب	المصائب	UC
اثناء	أثناء	REPLACE_OH
طرحها	طرحها	UC
او	أو	REPLACE_OH
التعليق	التعليق	UC
عليها	عليها	UC
لهذا	لهذا	UC
يجب	يجب	UC
على	على	UC
الافرد	الفرد	REPLACE_OD
ان	أن	REPLACE_OH
يكون	يكون	UC
واعيا	واعيا	UC
على	على	UC
هذه	هذه	UC
المخاطر	المخاطر	UC
و عليه	وعليه	MERGE
ان	أن	REPLACE_OH
يعرف	يعرف	UC
مدى	مدى	UC
اهميتها	أهميتها	REPLACE_OH
لعدم	لعدم	UC
الوقوع	الوقوع	UC
في	في	UC
هذه	هذه	UC
الاخطاء	الأخطاء	REPLACE_OH
و استخدام	واستخدام	MERGE
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بشكل	بشكل	UC
صحيح	صحيح	UC

السوشل	السوشيال	REPLACE_OH+REPLACE_OM
ميديا	ميديا	UC
كلنا	كلنا	UC
نعلم	نعلم	UC
إلى	إلى	UC
أين	أين	UC
وصلت	وصلت	UC
المرحلة	المرحلة	UC
التطورية	التطورية	UC
التي	التي	UC
تسمى	تسمى	UC
بمسمى	بمسمى	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
أو	أو	UC
السوشل	السوشيال	REPLACE_OH+REPLACE_OM
ميديا	ميديا	UC
وكيفية	وكيف	REPLACE_OD
جعلت	جعلت	UC
كل	كل	UC
شخص	شخص	UC
يدمن	يدمن	UC
عليها	عليها	UC
بشكل	بشكل	UC
لايوصف	لا يوصف	SPLIT
سواء	سواء	UC
شخص	شخص	UC
بالغ	بالغ	UC
أم	أم	UC
طفل	طفل	UC
فلكل	فكل	REPLACE_XT
شيئ	شيء	REPLACE_XC
في	في	UC
هذه	هذه	UC
الأرض	الأرض	UC
يوجد	يوجد	UC
به	به	UC
التأثيرات	التأثيرات	UC
الجيدة	الجيدة	UC
والمفيدة	والمفيدة	UC
وكذلك	وكذلك	UC
التأثيرات	التأثيرات	UC
السلبية	السلبية	UC
ف سوف	فسوف	MERGE
أعرفكم	أعرفكم	UC
أن		DELETE_XM
أهمية	أهمية	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
وكيفية	وكيفية	UC
تأثيره	تأثيرها	REPLACE_MI
على	على	UC
حياتنا	حياتنا	UC
سواء	سواء	UC
على	على	UC
الفرد	الفرد	UC
اأو	أو	REPLACE_OD
المجتمع	المجتمع	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
هو	هو	UC
عبارة	عبارة	UC
عن	عن	UC
وسيلة	وسيلة	UC
يجيدها	يجيدها	UC
البعض	البعض	UC
ويجهلها	ويجهلها	UC
البعض	البعض	UC
وهيه	وهي	REPLACE_OD
تكون	تكون	UC
متكونة	متكونة	UC
من	من	UC
عدة	عدة	UC
برامج	برامج	UC
وأمثلة	وأمثلة	UC
عليها	عليها	UC
الإنستغرام	الإنستجرام	REPLACE_OR
تويتر	وتويتر	REPLACE_OH+REPLACE_OM
سناب شات	وسنابتشات	REPLACE_X
وغيرها	وغيرها	UC
من	من	UC
البرامج	البرامج	UC
الدينية	الدينية	UC
والثقافية	والثقافية	UC
وغيرها		DELETE_XM
وهي	وهي	UC
تستختدم	تستخدم	REPLACE_OD
للتواصل	للتواصل	UC
والإستفادة	والاستفادة	REPLACE_OH
من	من	UC
المعلومات	المعلومات	UC
وأيضا	وأيضا	UC
لقضاء	لقضاء	UC
وقت	وقت	UC
الفراغ	الفراغ	UC
للإيستمتاع	للاستمتاع	REPLACE_OD+REPLACE_OR
بطعم	بطعم	UC
الجياة	الحياة	REPLACE_OR
البعض	البعض	UC
منا	منا	UC
يفكر	يفكر	UC
أو	أو	UC
أنه	أنه	UC
يضع	يضع	UC
فكرة	فكرة	UC
أن	أن	UC
السوشل	السوشيال	REPLACE_OH+REPLACE_OM
ميديا	ميديا	UC
لها	لها	UC
فوائد	فوائد	UC
كثيرة	كثيرة	UC
ولا	ولا	UC
يوجد	يوجد	UC
بها	بها	UC
سلبيات	سلبيات	UC
ولكن	ولكن	UC
أريد	أريد	UC
أن	أن	UC
أبث	أبث	UC
له	له	UC
رسالة	رسالة	UC
أن	أن	UC
كل	كل	UC
شيئ	شيء	REPLACE_XC
في	في	UC
هذا	هذا	UC
الكوكب	الكوكب	UC
الصغير	الصغير	UC
يوجد	يوجد	UC
به	به	UC
المحسنات	الحسنات	REPLACE_OD
والأمور	والأمور	UC
الغير	غير	REPLACE_XF
جيدة	الجيدة	REPLACE_XF
ف تكون	فتكون	MERGE
هذه	هذه	UC
الآثار	الآثار	UC
على	على	UC
الفرد	الفرد	UC
والمجتمع	والمجتمع	UC
الآثار	الآثار	UC
اللإيجابية	الإيجابية	REPLACE_OD
على أستخدام	لاستخدام	UNK
الوسائل	الوسائل	UC
المتطورة	المتطورة	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
وهي1	وهي 1	SPLIT
نبحث	نبحث	UC
عن	عن	UC
الكثير	الكثير	UC
من	من	UC
المعلومات	المعلومات	UC
من	من	UC
خلال	خلال	UC
الشبكة	الشبكة	UC
العنكبوتية2	العنكبوتية 2	SPLIT
إستغلال	استغلال	REPLACE_OH
وقت	وقت	UC
الفراغ	الفراغ	UC
والحد	والحد	UC
من	من	UC
الملل3	الملل 3	SPLIT
التواصل	التواصل	UC
مع	مع	UC
الأهل	الأهل	UC
والأقارب	والأقارب	UC
لتوفير	للتوفير	REPLACE_OM
من	من	UC
الوقت	الوقت	UC
وكذلك	وكذلك	UC
التواصل	التواصل	UC
مع خارج	بخارج	REPLACE_S
البلاد	البلاد	UC
والأصدقاء	والأصدقاء	UC
وهنا	وهنا	UC
الآثار	الآثار	UC
السلبيةأولا	السلبية أولا	SPLIT
إنتشار	انتشار	REPLACE_OH
الأمراض	الأمراض	UC
مثل	مثل	UC
البدانة	البدانة	UC
وضياع	وضياع	UC
النظر	النظر	UC
ثانيا	ثانيا	UC
إستخدامها	استخدامها	REPLACE_OH
بطريقة	بطريقة	UC
غير	غير	UC
ملائمة	ملائمة	UC
وأستخدامها	واستخدامها	REPLACE_OH
وسيلة	وسيلة	UC
لإستغلال	لاستغلال	REPLACE_OH
بعض	بعض	UC
الأشخاص	الأشخاص	UC
ب التهديدات	بالتهديدات	MERGE
وغيرها	وغيرها	UC
من	من	UC
الأمور	الأمور	UC
المكروها	المكروهة	REPLACE_OR
ثالثا	ثالثا	UC
والنقطة	والنقطة	UC
المهمة	المهمة	UC
إنشغال	انشغال	REPLACE_OH
الناس	الناس	UC
بالتواصل	بالتواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
عن	عن	UC
الأمور	الأمور	UC
الدينية	الدينية	UC
والصلاة	والصلاة	UC
وقراءة	وقراءة	UC
القرآن	القرآن	UC
وكثرة	وكثرة	UC
النوم	النوم	UC
والكسل	والكسل	UC
نتناول	نتناول	UC
هنا	هنا	UC
الآثار	الآثار	UC
من	من	UC
الناحيتين	الناحيتين	UC
على	على	UC
المجتمع	المجتمع	UC
أولا	أولا	UC
الإيجابيات	الإيجابيات	UC
البحث	البحث	UC
عن	عن	UC
الكثير	الكثير	UC
من	من	UC
المعلومات	المعلومات	UC
الجيدة	الجيدة	UC
والمفيدة	والمفيدة	UC
مما	مما	UC
يساعد	يساعد	UC
على	على	UC
تطور	تطور	UC
البحث	البحث	UC
العلمي	العلمي	UC
نشر	نشر	UC
الثقافات	الثقافات	UC
بين	بين	UC
الدول	الدول	UC
والإستفادة	والاستفادة	REPLACE_OH
منهم	منها	REPLACE_MI
وتبادل	وتبادل	UC
التعاون	التعاون	UC
والتكافل	والتكافل	UC
مثل	مثل	UC
ما	ما	UC
حثنا	حثنا	UC
الله	الله	UC
سبحانه	سبحانه	UC
تعالى	تعالى	UC
الإستفادة	الاستفادة	REPLACE_OH
منها	منها	UC
في	في	UC
حجز	حجز	UC
مواعيد	مواعيد	UC
المستشفى	المستشفى	UC
أو	أو	UC
غيرها	غيرها	UC
مما	مما	UC
سهل	سهل	UC
عملية	عملية	UC
سهولة	سهولة	UC
العمل	العمل	UC
مع	مع	UC
الناس	الناس	UC
وأيضا	وأيضا	UC
مع	مع	UC
تقدم	تقدم	UC
التواصل	التواصل	UC
الإجتماعي	الاجتماعي	REPLACE_OH
ساهم	ساهم	UC
في	في	UC
كثرة	كثرة	UC
الجرائم	الجرائم	UC
الإ لكترونية	الإلكترونية	MERGE
والتعدي	والتعدي	UC
على	على	UC
الخصوصيات	الخصوصيات	UC
ف جعل	فجعل	MERGE
الدول	الدول	UC
لاتثق	لا تثق	SPLIT
في	في	UC
بعضها	بعضها	UC
جعل	جعل	UC
الأمراض	الأمراض	UC
المزمنة	المزمنة	UC
تتكاثر	تتكاثر	UC
بشكل	بشكل	UC
غير	غير	UC
طبيعي	طبيعي	UC
مثل	مثل	UC
أمراض	أمراض	UC
القلب	القلب	UC
لقلة	لقلة	UC
الحركة	الحركة	UC
وقلة	وقلة	UC
العمل	العمل	UC
والكسل	والكسل	UC
الدائم	الدائم	UC
وغيرها	وغيرها	UC
من	من	UC
الأمور	الأمور	UC
التي	التي	UC
يجب	يجب	UC
أن	أن	UC
تحد	تحد	UC
لانها	لأنها	REPLACE_OH
سببت	سببت	UC
مشاكل	مشاكل	UC
كثيرة	كثيرة	UC
على	على	UC
المجتمع	المجتمع	UC
وأخيرا	وأخيرا	UC
أنصح	أنصح	UC
كل	كل	UC
شخص	شخص	UC
بإستخادم	باستخدام	REPLACE_OH
الكوكب	الكوكب	UC
الذكي	الذكي	UC
الصغير	الصغير	UC
الذي	الذي	UC
يحمله	يحمله	UC
بيده	بيده	UC
كل	كل	UC
يوم	يوم	UC
وهنا	وهنا	UC
أقصد	أقصد	UC
الهاتف	الهاتف	UC
بإستغلاله	باستغلاله	REPLACE_OH
بطريقة	بطريقة	UC
جيدة	جيدة	UC
ومفيدة	ومفيدة	UC
لكي	لكي	UC
يستفيد	يستفيد	UC
هو	هو	UC
وغيره	وغيره	UC
وليتطور	وليتطور	UC
مجتمعه	مجتمعه	UC
ولكي	ولكي	UC
يساهم	يساهم	UC
في	في	UC
ظهور	ظهور	UC
التخصصات	التخصصات	UC
المستقبلية	المستقبلية	UC
وغيرها	وغيرها	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
اصبحت	أصبحت	REPLACE_OH
وسائل	وسائل	UC
النواصل	التواصل	REPLACE_OR
الأجتماعي	الاجتماعي	REPLACE_OH
من	من	UC
أكثر	أكثر	UC
المور	الأمور	REPLACE_OM
المنتشرة	المنتشرة	UC
في	في	UC
عالمنا	عالمنا	UC
اليوم	اليوم	UC
و لها	ولها	MERGE
بعض	بعض	UC
