SOURCE	TARGET
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
,		DELETE_PM
مما	مما	UC
قد	قد	UC
يؤثر	يؤثر	UC
سلبا	سلبا	UC
عليهم	عليهم	UC
وعلى	وعلى	UC
علاقاتهم	علاقاتهم	UC
وحياتهم	وحياتهم	UC
الاجتماعية	الاجتماعية	UC
,	.	REPLACE_PC
فقد	فقد	UC
ظهرت	ظهرت	UC
الكثير	الكثير	UC
من	من	UC
الظواهر	الظواهر	UC
والمشاكل	والمشاكل	UC
التي	التي	UC
لم	لم	UC
تكن	تكن	UC
موجودة	موجودة	UC
سابقا	سابقا	UC
,	,	UC
كالتنمر	كالتنمر	UC
والابتزاز	والابتزاز	UC
الإلكتروني	الإلكتروني	UC
,	,	UC
وسرقة	وسرقة	UC
المعلومات	المعلومات	UC
الشخصية	الشخصية	UC
واستخدامها	واستخدامها	UC
لأغراض	لأغراض	UC
غير	غير	UC
لائقة	لائقة	UC
,	,	UC
وهذا	وهذا	UC
كله	كله	UC
بفضل	بفضل	UC
الاستخدام	الاستخدام	UC
السيئ	السيئ	UC
لوسائل	لوسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
,	.	REPLACE_PC
ولا	ولا	UC
ننسى	ننسى	UC
أن	أن	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
قد	قد	UC
سرقت	سرقت	UC
منا	منا	UC
الاجتماعات	الاجتماعات	UC
العائلية	العائلية	UC
ومع	ومع	UC
الأصدقاء	الأصدقاء	UC
,	,	UC
فقد	فقد	UC
أصبحت	أصبحت	UC
الرسائل	الرسائل	UC
هي	هي	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الوحيدة	الوحيدة	UC
بيننا	بيننا	UC
,	,	UC
وقد	وقد	UC
تحولت	تحولت	UC
تلك	تلك	UC
الضحكات	الضحكات	UC
والجمعات	والتجمعات	REPLACE_OM
العائلية	العائلية	UC
إلى	إلى	UC
محادثات	محادثات	UC
لا	لا	UC
تحوى	تحوي	REPLACE_OA
على أي	أيا	UNK
من	من	UC
المشاعر	المشاعر	UC
الحقيقية	الحقيقية	UC
.	.	UC
ثانيا	ثانيا	UC
,		DELETE_PM
في	في	UC
الطرف	الطرف	UC
الآخر	الآخر	UC
,	,	UC
فأن	فإن	REPLACE_OH
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لها	لها	UC
إيجابيات	إيجابيات	UC
كثيرة	كثيرة	UC
,	,	UC
فقد	فقد	UC
سهلت	سهلت	UC
نشر	نشر	UC
المعرفة	المعرفة	UC
بين	بين	UC
كافة	كافة	UC
فئات	فئات	UC
المجتمع	المجتمع	UC
,		DELETE_PM
وقللت	وقللت	UC
متاعب	متاعب	UC
الغربة	الغربة	UC
على	على	UC
البعض	البعض	UC
من	من	UC
خلال	خلال	UC
المكالمات	المكالمات	UC
بالفيديو	بالفيديو	UC
,	,	UC
وأيضا	وأيضا	UC
وفرت	وفرت	UC
الكثير	الكثير	UC
على	على	UC
الجهات	الجهات	UC
الحكومية	الحكومية	UC
وغيرها	وغيرها	UC
,	,	UC
حيث	حيث	UC
أنه	إنه	REPLACE_OH
يمكن	يمكن	UC
لأي	لأي	UC
شخص	شخص	UC
إنهاء	إنهاء	UC
معاملاته	معاملاته	UC
في	في	UC
دقيقة	دقيقة	UC
دون	دون	UC
أي	أي	UC
تعب	تعب	UC
,	,	UC
وقدمت	وقدمت	UC
الكثير	الكثير	UC
من	من	UC
الخدمات	الخدمات	UC
كالشراء	كالشراء	UC
والبيع	والبيع	UC
من	من	UC
خلالها	خلالها	UC
.	.	UC
في	في	UC
الختام	الختام	UC
,		DELETE_PM
أن	إن	REPLACE_OH
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
تعتمد	تعتمد	UC
على	على	UC
كيفية	كيفية	UC
استخدامها	استخدامها	UC
,	,	UC
فكما	فكما	UC
قلنا	قلنا	UC
سابقا	سابقا	UC
هي	هي	UC
سلاح	سلاح	UC
ذو	ذو	UC
حدين	حدين	UC
,	,	UC
لذا	لذا	UC
على	على	UC
الجميع	الجميع	UC
توخي	توخي	UC
الحذر	الحذر	UC
عند	عند	UC
استخدامها	استخدامها	UC
,		DELETE_PM
وتوقع	وتوقع	UC
أخطاء	أخطاء	UC
الآخرين	الآخرين	UC
أيضا	أيضا	UC
,	,	UC
ولا	ولا	UC
ننكر	ننكر	UC
أنها	أنها	UC
أصبحت	أصبحت	UC
جزء	جزءا	REPLACE_XC
لا	لا	UC
يتجزأ	يتجزأ	UC
من	من	UC
حياتنا	حياتنا	UC
في	في	UC
هذا	هذا	UC
الزمان	الزمان	UC
.	.	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
عندما	عندما	UC
دخلت	دخلت	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
عالمنا	عالمنا	UC
,		DELETE_PM
أحدثت	أحدثت	UC
تغيرا	تغيرا	UC
هائلا	هائلا	UC
في	في	UC
حياتنا	حياتنا	UC
اليومية	اليومية	UC
,	,	UC
ولكن	ولكن	UC
لكل	لكل	UC
شيء	شيء	UC
جديد	جديد	UC
جوانب	جوانب	UC
إيجابية	إيجابية	UC
وسلبية	وسلبية	UC
,	.	REPLACE_PC
فقد	فقد	UC
أصبح	أصبح	UC
بعض	بعض	UC
الناس	الناس	UC
أكثر	أكثر	UC
قربا	قربا	UC
لبعض	لبعض	UC
أصدقائهم	أصدقائهم	UC
المغتربين	المغتربين	UC
,	,	UC
والبعض	والبعض	UC
أصبحوا	أصبح	REPLACE_XN
أكثر	أكثر	UC
بعدا	بعدا	UC
عن	عن	UC
إخوانه	إخوانه	UC
الذين	الذين	UC
يجلسون	يجلسون	UC
في	في	UC
الغرفة	الغرفة	UC
المجاورة	المجاورة	UC
,	,	UC
وهنا	وهنا	UC
يأتي	يأتي	UC
دور	دور	UC
الفرد	الفرد	UC
في	في	UC
استخدام	استخدام	UC
الشيء	الشيء	UC
باتزان	باتزان	UC
.	.	UC
أن	إن	REPLACE_OH
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
إفادة	أفادت	REPLACE_OH+REPLACE_OT
شتى	شتى	UC
البشر	البشر	UC
,	,	UC
فقد	فقد	UC
أصبح	أصبح	UC
من	من	UC
الممكن	الممكن	UC
أن	أن	UC
ترى	ترى	UC
وتطمئن	وتطمئن	UC
على	على	UC
أخاك	أخيك	REPLACE_XC
الذي	الذي	UC
سافر	سافر	UC
ليدرس	ليدرس	UC
في	في	UC
دولة	دولة	UC
بعيدة	بعيدة	UC
وأنت	وأنت	UC
في	في	UC
صالة	صالة	UC
منزلك	منزلك	UC
,	,	UC
وتستطيع	وتستطيع	UC
أن	أن	UC
تسمع	تسمع	UC
أخبار	أخبار	UC
العالم	العالم	UC
بكبسة	بكبسة	UC
زر	زر	UC
,	,	UC
وغيرها	وغيرها	UC
الكثير	الكثير	UC
من	من	UC
الأشياء	الأشياء	UC
الجميلة	الجميلة	UC
والمفيدة	والمفيدة	UC
التي	التي	UC
تستطيع	تستطيع	UC
أن	أن	UC
تفعلها	تفعلها	UC
إذا	إذا	UC
باستخدامك	باستخدامك	UC
لوسائل	لوسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
,	.	REPLACE_PC
ولكن	ولكن	UC
هناك	هناك	UC
من	من	UC
يسيء	يسيء	UC
استخدامها	استخدامها	UC
.	,	REPLACE_PC
فهناك	فهناك	UC
من	من	UC
استخدموا	استخدموا	UC
هذه	هذه	UC
التكنلوجيا	التكنولوجيا	REPLACE_OH+REPLACE_OM
لعمل	لعمل	UC
السوء	السوء	UC
,	,	UC
فمنهم	فمنهم	UC
من	من	UC
ينشر	ينشر	UC
الإشاعات	الإشاعات	UC
ويشوه	ويشوه	UC
سمعة	سمعة	UC
مجتمع	مجتمع	UC
ودولة	ودولة	UC
,	,	UC
ومنهم	ومنهم	UC
من	من	UC
أصبح	أصبح	UC
مدمنا	مدمنا	UC
في	في	UC
استخدام	استخدام	UC
هذه	هذه	UC
الوسائل	الوسائل	UC
حتى	حتى	UC
آثر	أثر	REPLACE_OH
ذلك	ذلك	UC
على	على	UC
جسده	جسده	UC
فبسبب	فبسبب	UC
الإدمان	الإدمان	UC
أصبح	أصبح	UC
هذا	هذا	UC
الشخص	الشخص	UC
كسولا	كسولا	UC
,		DELETE_PM
لا	لا	UC
يحب	يحب	UC
الحركة	الحركة	UC
,	,	UC
وبتالي	وبالتالي	REPLACE_XF
سوف	سوف	UC
يكون	يكون	UC
أكثر	أكثر	UC
عرضة	عرضة	UC
للأمراض	للأمراض	UC
.	.	UC
ولذلك	ولذلك	UC
يجب	يجب	UC
علينا	علينا	UC
أن	أن	UC
نستخدم	نستخدم	UC
هذه	هذه	UC
الوسائل	الوسائل	UC
بحكمة	بحكمة	UC
وباتزان	وباتزان	UC
,	,	UC
لأن	لأن	UC
أي	أي	UC
شيء	شيء	UC
إذا	إذا	UC
استخدمته	استخدمته	UC
زيادة	زيادة	UC
عن	عن	UC
اللزوم	اللزوم	UC
سوف	سوف	UC
ينقلب	ينقلب	UC
ضدك	ضدك	UC
.	.	UC

في	في	UC
هذا	هذا	UC
العصر	العصر	UC
الجديد	الجديد	UC
الجميع	الجميع	UC
مدمنون	مدمنون	UC
على	على	UC
الكنولجيا	التكنولوجيا	REPLACE_OH+REPLACE_OM
و خصيصا	وخصيصا	MERGE
استخدام	استخدام	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
يوميا	يوميا	UC
من	من	UC
دون	دون	UC
توقف	توقف	UC
.	.	UC
في	في	UC
كل	كل	UC
شيء	شيء	UC
تتواجد	تتواجد	UC
السلبيات	السلبيات	UC
و الإيجابيات	والإيجابيات	MERGE
و لكن	ولكن	MERGE
	في	INSERT_XM
بعض	بعض	UC
الأحيان	الأحيان	UC
قد	قد	UC
تتدفق	تتدفق	UC
السلبيات	السلبيات	UC
على	على	UC
الإيجابيات	الإيجابيات	UC
من ما	مما	UNK
سيجلعها	سيجعلها	REPLACE_OC
أكثر	أكثر	UC
خطرا	خطرا	UC
على	على	UC
المجتمع	المجتمع	UC
.	.	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي	هي	UC
وسيلة	وسيلة	UC
للتواصل	للتواصل	UC
و معرفة	ومعرفة	MERGE
آخر	آخر	UC
الأخيار	الأخبار	REPLACE_OR
المهمة	المهمة	UC
في	في	UC
العالم	العالم	UC
.	.	UC
يمكن	يمكن	UC
للفرد	للفرد	UC
أن	أن	UC
يستخدم	يستخدم	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بالطريقة	بالطريقة	UC
الصحيحة	الصحيحة	UC
وهذا	وهذا	UC
بأتباع	باتباع	REPLACE_OH
القوانين	القوانين	UC
المطالبة	المطالبة	UC
.	.	UC
من	من	UC
أكبر	أكبر	UC
مخاطر	مخاطر	UC
استخدام	استخدام	UC
التواصل	التواصل	UC
الاجتناعي	الاجتماعي	REPLACE_OR
و أكثرها	وأكثرها	MERGE
عرضا	عرضا	UC
هي	هي	UC
استخدام	استخدام	UC
الأطفال	الأطفال	UC
	-	INSERT_PM
بشكل	بشكل	UC
غير	غير	UC
صحي	صحي	UC
	-	INSERT_PM
للتواصل	للتواصل	UC
الاجتماعي	الاجتماعي	UC
بالطريقة	بالطريقة	UC
الاخاطئة	الخاطئة	REPLACE_OD
من ما	مما	UNK
يؤدي	يؤدي	UC
إلى	إلى	UC
الكثير	الكثير	UC
من	من	UC
المشاكل	المشاكل	UC
.	.	UC
تتواجد	تتواجد	UC
الكثير	الكثير	UC
من	من	UC
الأشياء	الأشياء	UC
المطروحة	المطروحة	UC
على	على	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
التي	التي	UC
لا	لا	UC
يجب	يجب	UC
لأي	لأي	UC
طفل	طفل	UC
أن	أن	UC
يراها	يراها	UC
أو	أو	UC
يقرأها	يقرأها	UC
ولا	ولا	UC
تتواجد	تتواجد	UC
أمور	أمور	UC
لمنع	لمنع	UC
ظهور	ظهور	UC
هذه	هذه	UC
الأشياء	الأشياء	UC
التي	التي	UC
قد	قد	UC
تضر	تضر	UC
تفكير	تفكير	UC
الطفل	الطفل	UC
و أفعاله	وأفعاله	MERGE
.	.	UC
كما	كما	UC
أن	أن	UC
استخدام	استخدام	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
قد	قد	UC
يظر	يضر	REPLACE_OR
بالصحة	بالصحة	UC
النظرية	النظرية	UC
و الجلوس	والجلوس	MERGE
لوقت	لوقت	UC
طويل	طويل	UC
للنظر	للنظر	UC
إلى	إلى	UC
الهاتف	الهاتف	UC
.	.	UC
كما	كما	UC
أن	أن	UC
في	في	UC
بعض	بعض	UC
الأحيان	الأحيان	UC
تتداول	تتداول	UC
مواضيع	مواضيع	UC
سياسية	سياسية	UC
بين	بين	UC
الدول	الدول	UC
قد	قد	UC
يقع	يقع	UC
الشخص	الشخص	UC
في	في	UC
الكثير	الكثير	UC
من	من	UC
المصائب	المصائب	UC
أثناء	أثناء	UC
طرحها	طرحها	UC
أو	أو	UC
التعليق	التعليق	UC
عليها	عليها	UC
.	.	UC
لهذا	لهذا	UC
يجب	يجب	UC
على	على	UC
الافرد	الفرد	REPLACE_OD
أن	أن	UC
يكون	يكون	UC
واعيا	واعيا	UC
على	على	UC
هذه	هذه	UC
المخاطر	المخاطر	UC
و عليه	وعليه	MERGE
أن	أن	UC
يعرف	يعرف	UC
مدى	مدى	UC
أهميتها	أهميتها	UC
لعدم	لعدم	UC
الوقوع	الوقوع	UC
في	في	UC
هذه	هذه	UC
الأخطاء	الأخطاء	UC
و استخدام	واستخدام	MERGE
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بشكل	بشكل	UC
صحيح	صحيح	UC
.	.	UC

السوشل	السوشيال	REPLACE_OH+REPLACE_OM
ميديا	ميديا	UC
كلنا	كلنا	UC
نعلم	نعلم	UC
إلى	إلى	UC
أين	أين	UC
وصلت	وصلت	UC
المرحلة	المرحلة	UC
التطورية	التطورية	UC
التي	التي	UC
تسمى	تسمى	UC
بمسمى	بمسمى	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
أو	أو	UC
السوشل	السوشيال	REPLACE_OH+REPLACE_OM
ميديا	ميديا	UC
.	,	REPLACE_PC
وكيفية	وكيف	REPLACE_OD
جعلت	جعلت	UC
كل	كل	UC
شخص	شخص	UC
يدمن	يدمن	UC
عليها	عليها	UC
بشكل	بشكل	UC
لايوصف	لا يوصف	SPLIT
سواء	سواء	UC
شخص	شخص	UC
بالغ	بالغ	UC
أم	أم	UC
طفل	طفل	UC
,	,	UC
فلكل	فكل	REPLACE_XT
شيئ	شيء	REPLACE_XC
في	في	UC
هذه	هذه	UC
الأرض	الأرض	UC
يوجد	يوجد	UC
به	به	UC
التأثيرات	التأثيرات	UC
الجيدة	الجيدة	UC
والمفيدة	والمفيدة	UC
وكذلك	وكذلك	UC
التأثيرات	التأثيرات	UC
السلبية	السلبية	UC
.	.	UC
ف سوف	فسوف	MERGE
أعرفكم	أعرفكم	UC
أن		DELETE_XM
أهمية	أهمية	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
وكيفية	وكيفية	UC
تأثيره	تأثيرها	REPLACE_MI
على	على	UC
حياتنا	حياتنا	UC
سواء	سواء	UC
على	على	UC
الفرد	الفرد	UC
اأو	أو	REPLACE_OD
المجتمع	المجتمع	UC
	.	INSERT_PM
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هو	هو	UC
عبارة	عبارة	UC
عن	عن	UC
وسيلة	وسيلة	UC
يجيدها	يجيدها	UC
البعض	البعض	UC
ويجهلها	ويجهلها	UC
البعض	البعض	UC
وهيه	وهي	REPLACE_OD
تكون	تكون	UC
متكونة	متكونة	UC
من	من	UC
عدة	عدة	UC
برامج	برامج	UC
	,	INSERT_PM
وأمثلة	وأمثلة	UC
عليها	عليها	UC
:	:	UC
الإنستغرام	الإنستجرام	REPLACE_OR
, تويتر	وتويتر	REPLACE_OH+REPLACE_OM+REPLACE_PT
, سنأب شات	وسنابتشات	REPLACE_X
وغيرها	وغيرها	UC
من	من	UC
البرامج	البرامج	UC
الدينية	الدينية	UC
والثقافية	والثقافية	UC
وغيرها		DELETE_XM
.	.	UC
وهي	وهي	UC
تستختدم	تستخدم	REPLACE_OD
للتواصل	للتواصل	UC
والاستفادة	والاستفادة	UC
من	من	UC
المعلومات	المعلومات	UC
وأيضا	وأيضا	UC
لقضاء	لقضاء	UC
وقت	وقت	UC
الفراغ	الفراغ	UC
للإيستمتاع	للاستمتاع	REPLACE_OD+REPLACE_OR
بطعم	بطعم	UC
الجياة	الحياة	REPLACE_OR
.	.	UC
البعض	البعض	UC
منا	منا	UC
يفكر	يفكر	UC
أو	أو	UC
أنه	أنه	UC
يضع	يضع	UC
فكرة	فكرة	UC
أن	أن	UC
السوشل	السوشيال	REPLACE_OH+REPLACE_OM
ميديا	ميديا	UC
لها	لها	UC
فوائد	فوائد	UC
كثيرة	كثيرة	UC
ولا	ولا	UC
يوجد	يوجد	UC
بها	بها	UC
سلبيات	سلبيات	UC
	,	INSERT_PM
ولكن	ولكن	UC
أريد	أريد	UC
أن	أن	UC
أبث	أبث	UC
له	له	UC
رسالة	رسالة	UC
أن	أن	UC
كل	كل	UC
شيئ	شيء	REPLACE_XC
في	في	UC
هذا	هذا	UC
الكوكب	الكوكب	UC
الصغير	الصغير	UC
يوجد	يوجد	UC
به	به	UC
المحسنات	الحسنات	REPLACE_OD
والأمور	والأمور	UC
الغير	غير	REPLACE_XF
جيدة	الجيدة	REPLACE_XF
.	,	REPLACE_PC
ف تكون	فتكون	MERGE
هذه	هذه	UC
الآثار	الآثار	UC
على	على	UC
الفرد	الفرد	UC
والمجتمع	والمجتمع	UC
.	.	UC
الآثار	الآثار	UC
اللإيجابية	الإيجابية	REPLACE_OD
على استخدام	لاستخدام	REPLACE_S
الوسائل	الوسائل	UC
المتطورة	المتطورة	UC
(	(	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
)	)	UC
وهي:1	وهي : 1	SPLIT
-	-	UC
نبحث	نبحث	UC
عن	عن	UC
الكثير	الكثير	UC
من	من	UC
المعلومات	المعلومات	UC
من	من	UC
خلال	خلال	UC
الشبكة	الشبكة	UC
العنكبوتية.2	العنكبوتية . 2	SPLIT
-	-	UC
استغلال	استغلال	UC
وقت	وقت	UC
الفراغ	الفراغ	UC
والحد	والحد	UC
من	من	UC
الملل.3	الملل . 3	SPLIT
-	-	UC
التواصل	التواصل	UC
مع	مع	UC
الآهل	الأهل	REPLACE_OH
والأقارب	والأقارب	UC
لتوفير	للتوفير	REPLACE_OM
من	من	UC
الوقت	الوقت	UC
وكذلك	وكذلك	UC
التواصل	التواصل	UC
مع خارج	بخارج	REPLACE_S
البلاد	البلاد	UC
والأصدقاء	والأصدقاء	UC
.	.	UC
وهنا	وهنا	UC
الآثار	الآثار	UC
السلبيةأولا	السلبية , أولا	REPLACE_PM+SPLIT
:	:	UC
انتشار	انتشار	UC
الأمراض	الأمراض	UC
مثل	مثل	UC
البدانة	البدانة	UC
وضياع	وضياع	UC
النظر	النظر	UC
.	.	UC
ثانيا	ثانيا	UC
:	:	UC
استخدامها	استخدامها	UC
بطريقة	بطريقة	UC
غير	غير	UC
ملائمة	ملائمة	UC
واستخدامها	واستخدامها	UC
وسيلة	وسيلة	UC
لاستغلال	لاستغلال	UC
بعض	بعض	UC
الأشخاص	الأشخاص	UC
ب التهديدات	بالتهديدات	MERGE
وغيرها	وغيرها	UC
من	من	UC
الأمور	الأمور	UC
المكروها	المكروهة	REPLACE_OR
.	.	UC
ثالثا	ثالثا	UC
والنقطة	والنقطة	UC
المهمة	المهمة	UC
:	:	UC
انشغال	انشغال	UC
الناس	الناس	UC
بالتواصل	بالتواصل	UC
الاجتماعي	الاجتماعي	UC
عن	عن	UC
الأمور	الأمور	UC
الدينية	الدينية	UC
والصلاة	والصلاة	UC
وقراءة	وقراءة	UC
القرآن	القرآن	UC
وكثرة	وكثرة	UC
النوم	النوم	UC
والكسل	والكسل	UC
.	.	UC
نتناول	نتناول	UC
هنا	هنا	UC
الآثار	الآثار	UC
من	من	UC
الناحيتين	الناحيتين	UC
على	على	UC
المجتمع	المجتمع	UC
.	,	REPLACE_PC
أولا	أولا	UC
:		DELETE_PM
الإيجابيات	الإيجابيات	UC
:	:	UC
البحث	البحث	UC
عن	عن	UC
الكثير	الكثير	UC
من	من	UC
المعلومات	المعلومات	UC
الجيدة	الجيدة	UC
والمفيدة	والمفيدة	UC
مما	مما	UC
يساعد	يساعد	UC
على	على	UC
تطور	تطور	UC
البحث	البحث	UC
العلمي	العلمي	UC
.	,	REPLACE_PC
نشر	نشر	UC
الثقافات	الثقافات	UC
بين	بين	UC
الدول	الدول	UC
والاستفادة	والاستفادة	UC
منهم	منها	REPLACE_MI
وتبادل	وتبادل	UC
التعاون	التعاون	UC
والتكافل	والتكافل	UC
مثل	مثل	UC
ما	ما	UC
حثنا	حثنا	UC
الله	الله	UC
سبحانه	سبحانه	UC
تعالى	تعالى	UC
.	,	REPLACE_PC
الاستفادة	الاستفادة	UC
منها	منها	UC
في	في	UC
حجز	حجز	UC
مواعيد	مواعيد	UC
المستشفى	المستشفى	UC
أو	أو	UC
غيرها	غيرها	UC
مما	مما	UC
سهل	سهل	UC
عملية	عملية	UC
سهولة	سهولة	UC
العمل	العمل	UC
مع	مع	UC
الناس	الناس	UC
.	.	UC
وأيضا	وأيضا	UC
مع	مع	UC
تقدم	تقدم	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
ساهم	ساهم	UC
في	في	UC
كثرة	كثرة	UC
الجرائم	الجرائم	UC
آلا | لكترونية	الإلكترونية	REPLACE_X
والتعدي	والتعدي	UC
على	على	UC
الخصوصيات	الخصوصيات	UC
ف جعل	فجعل	MERGE
الدول	الدول	UC
لاتثق	لا تثق	SPLIT
في	في	UC
بعضها	بعضها	UC
.	.	UC
جعل	جعل	UC
الأمراض	الأمراض	UC
المزمنة	المزمنة	UC
تتكاثر	تتكاثر	UC
بشكل	بشكل	UC
غير	غير	UC
طبيعي	طبيعي	UC
مثل	مثل	UC
أمراض	أمراض	UC
القلب	القلب	UC
لقلة	لقلة	UC
الحركة	الحركة	UC
وقلة	وقلة	UC
العمل	العمل	UC
والكسل	والكسل	UC
الدائم	الدائم	UC
.	,	REPLACE_PC
وغيرها	وغيرها	UC
من	من	UC
الأمور	الأمور	UC
التي	التي	UC
يجب	يجب	UC
أن	أن	UC
تحد	تحد	UC
لأنها	لأنها	UC
سببت	سببت	UC
مشاكل	مشاكل	UC
كثيرة	كثيرة	UC
على	على	UC
المجتمع	المجتمع	UC
.	.	UC
وأخيرا	وأخيرا	UC
أنصح	أنصح	UC
كل	كل	UC
شخص	شخص	UC
بإستخادم	باستخدام	REPLACE_OH
الكوكب	الكوكب	UC
الذكي	الذكي	UC
الصغير	الصغير	UC
الذي	الذي	UC
يحمله	يحمله	UC
بيده	بيده	UC
كل	كل	UC
يوم	يوم	UC
	-	INSERT_PM
وهنا	وهنا	UC
أقصد	أقصد	UC
الهاتف	الهاتف	UC
	-	INSERT_PM
باستغلاله	باستغلاله	UC
بطريقة	بطريقة	UC
جيدة	جيدة	UC
ومفيدة	ومفيدة	UC
لكي	لكي	UC
يستفيد	يستفيد	UC
هو	هو	UC
وغيره	وغيره	UC
وليتطور	وليتطور	UC
مجتمعه	مجتمعه	UC
ولكي	ولكي	UC
يساهم	يساهم	UC
في	في	UC
ظهور	ظهور	UC
التخصصات	التخصصات	UC
المستقبلية	المستقبلية	UC
وغيرها	وغيرها	UC
.	.	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
أصبحت	أصبحت	UC
وسائل	وسائل	UC
النواصل	التواصل	REPLACE_OR
الاجتماعي	الاجتماعي	UC
من	من	UC
أكثر	أكثر	UC
المور	الأمور	REPLACE_OM
المنتشرة	المنتشرة	UC
في	في	UC
عالمنا	عالمنا	UC
اليوم	اليوم	UC
,	,	UC
و لها	ولها	MERGE
بعض	بعض	UC
الإيجابيات	الإيجابيات	UC
و السلبيات	والسلبيات	MERGE
على	على	UC
الفرد	الفرد	UC
و المجتمع	والمجتمع	MERGE
.	,	REPLACE_PC
تعتمد	تعتمد	UC
على	على	UC
طريقة	طريقة	UC
الشخص	الشخص	UC
و استعماله	واستعماله	MERGE
للبرامج	للبرامج	UC
.	.	UC
تصبح	تصبح	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
إيجابية	إيجابية	UC
عندما	عندما	UC
الفرد	الفرد	UC
يستخدمها	يستخدمها	UC
من	من	UC
آجل	أجل	REPLACE_OH
العلم	العلم	UC
,	,	UC
على	على	UC
سبيل	سبيل	UC
المثال	المثال	UC
يدخل	يدخل	UC
على	على	UC
مواقع	مواقع	UC
يبحث	يبحث	UC
عن	عن	UC
مواضيع	مواضيع	UC
تساعده	تساعده	UC
في	في	UC
دراسته	دراسته	UC
,	,	UC
أو	أو	UC
عندما	عندما	UC
يتحدث	يتحدث	UC
مع	مع	UC
الآخرين	الآخرين	UC
ليتلقى	ليتلقى	UC
بعض	بعض	UC
المعلومات	المعلومات	UC
التي	التي	UC
تساعده	تساعده	UC
أن	أن	UC
ينمي	ينمي	UC
مهاراته	مهاراته	UC
.	.	UC
يكون	تكون	REPLACE_MI
أيضا	أيضا	UC
إيجابيا	إيجابية	REPLACE_XG
عندما	عندما	UC
الشخص	الشخص	UC
يسعد	يسعد	UC
نفسه	نفسه	UC
في	في	UC
استخدامها	استخدامها	UC
,	,	UC
لكن	لكن	UC
لفترة	لفترة	UC
قصيرة	قصيرة	UC
فقط	فقط	UC
.	.	UC
يكون	يكون	UC
تأثير	تأثير	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
إيجابيا	إيجابيا	UC
على	على	UC
المجتمع	المجتمع	UC
عندما	عندما	UC
يكون	يكون	UC
بعيدا	بعيدا	UC
عن	عن	UC
الفساد	الفساد	UC
,	,	UC
على	على	UC
سبيل	سبيل	UC
المثال	المثال	UC
يجتمعوا	يجتمع	REPLACE_XN
الكثير	الكثير	UC
من	من	UC
الناس	الناس	UC
في	في	UC
مجموعات	مجموعات	UC
في	في	UC
الواتس آب	الواتساب	REPLACE_X
أو	أو	UC
برنامج	برنامج	UC
آخر	آخر	UC
,	,	UC
و يشارك	ويشارك	MERGE
بعضهم	بعضهم	UC
البعض	البعض	UC
في	في	UC
مواضيع	مواضيع	UC
تطور	تطور	UC
من	من	UC
حياتهم	حياتهم	UC
,		DELETE_PM
أو	أو	UC
تحذرهم	تحذرهم	UC
من	من	UC
موضوعا	موضوع	REPLACE_XC
ما	ما	UC
كالفيروس	كالفيروس	UC
في	في	UC
بعض	بعض	UC
المواقع	المواقع	UC
و نحوهما	ونحوها	UNK
من	من	UC
الأمور	الأمور	UC
.	.	UC
أيضا	أيضا	UC
تكون	تكون	UC
إيجابية	إيجابية	UC
عندما	عندما	UC
يجتمع	يجتمع	UC
الطلاب	الطلاب	UC
فيها	فيها	UC
,	,	UC
و يشاركوا	ويشاركون	REPLACE_X
أفكارهم	أفكارهم	UC
و يقوموا	ويقومون	REPLACE_X
بمساعدة	بمساعدة	UC
بعضهم	بعضهم	UC
البعض	البعض	UC
.	.	UC
تصبح	تصبح	UC
