SOURCE	TARGET
يحتاجون	يحتاجون	UC
للمساعدة	للمساعدة	UC
بينهم	بينهم	UC
مليون	مليونا	REPLACE_XC
على	على	UC
الاقل	الأقل	REPLACE_OH
قادر	قادر	UC
على	على	UC
القتال	القتال	UC
	.	INSERT_PM
يا	يا	UC
اخوان	إخوان	REPLACE_OH
الجيش	الجيش	UC
الحر	الحر	UC
لا	لا	UC
يزيد	يزيد	UC
تعداده	تعداده	UC
عن	عن	UC
المئة	المئة	UC
الف	ألف	REPLACE_OH
	،	INSERT_PM
ولو	ولو	UC
توجه	توجه	UC
المليون	المليون	UC
بالشحاحيط	بالشحاحيط	UC
الى	إلى	REPLACE_OH
دمشق	دمشق	UC
اليوم	اليوم	UC
لسقط	لسقط	UC
النظام	النظام	UC
	.	INSERT_PM
اناشد	أناشد	REPLACE_OH
كل	كل	UC
دول	دول	UC
الخليج	الخليج	UC
قطع	قطع	UC
المساعدات	المساعدات	UC
عن	عن	UC
المهجرين	المهجرين	UC
ومساعدة	ومساعدة	UC
الجيش	الجيش	UC
الحر	الحر	UC
بالسلاح	بالسلاح	UC
والمال	والمال	UC
وكل	وكل	UC
انواع	أنواع	REPLACE_OH
الدعم	الدعم	UC
	.	INSERT_PM

يختبؤون	يختبئون	REPLACE_OR
خلف	خلف	UC
المجندون	المجندين	REPLACE_XC
المغلوب	المغلوب	UC
على	على	UC
أمرهم	أمرهم	UC
	،	INSERT_PM
وإذا	وإذا	UC
شافوا	شافوا	UC
أحدا	أحدا	UC
منهم	منهم	UC
لا	لا	UC
يطلق	يطلق	UC
النار	النار	UC
على	على	UC
الشعب	الشعب	UC
أو	أو	UC
الثوار	الثوار	UC
يغتالوه	يغتالوه	UC
من	من	UC
الخلف	الخلف	UC
مباشرة	مباشرة	UC
ويكذبوا	ويكذبون	REPLACE_XC
على	على	UC
الآخرين	الآخرين	UC
بأن	بأن	UC
الثوار	الثوار	UC
قتلوه	قتلوه	UC
!	!	UC
!	!	UC
لقد	لقد	UC
هربت	هربت	UC
من	من	UC
كتائب	كتائب	UC
الأسد	الأسد	UC
وإلتحقت	والتحقت	REPLACE_OH
بالجيش	بالجيش	UC
العربي	العربي	UC
السوري	السوري	UC
.	،	REPLACE_PC
.		DELETE_PM
فقط	فقط	UC
لكي	لكي	UC
أصطاد	أصطاد	UC
قتلة	قتلة	UC
صديقي	صديقي	UC
العزيز	العزيز	UC
الشهيد	الشهيد	UC
.	.	UC

لقد	لقد	UC
حول	حول	UC
المجلس	المجلس	UC
العسكرى	العسكري	REPLACE_OA
الفترة	الفترة	UC
الانتقالية	الانتقالية	UC
الى	إلى	REPLACE_OH
فترة	فترة	UC
انتقامية	انتقامية	UC
بكل	بكل	UC
ماتحمل	ما تحمله	REPLACE_X
سوء	سوء	UC
النية	النية	UC
من	من	UC
معنى	معنى	UC
	،	INSERT_PM
و إصراره	وإصراره	MERGE
على	على	UC
عدم	عدم	UC
الإقصاء	الإقصاء	UC
السياسى	السياسي	REPLACE_OA
لكوادر	لكوادر	UC
الوطنى	الوطني	REPLACE_OA
المنحل	المنحل	UC
لهو	لهو	UC
دليل	دليل	UC
قاطع	قاطع	UC
على	على	UC
دعمه	دعمه	UC
الكامل	الكامل	UC
للثورة	للثورة	UC
المضادة	المضادة	UC
بأساليب	بأساليب	UC
التسويف	التسويف	UC
	،	INSERT_PM
و المماطلة	والمماطلة	MERGE
	،	INSERT_PM
و	وال	REPLACE_SW
التباطؤ	التباطؤ	UC
	،	INSERT_PM
و التواطؤ	والتواطؤ	MERGE
أيضآ	أيضا	REPLACE_OR
.	.	UC
.		DELETE_PM
.		DELETE_PM
.		DELETE_PM
.		DELETE_PM
.		DELETE_PM
.		DELETE_PM
.		DELETE_PM
.		DELETE_PM

اين	أين	REPLACE_OH
الاستعداد	الاستعداد	UC
العام	العام	UC
للنفير	للنفير	UC
التام	التام	UC
؟	؟	UC
النظام	النظام	UC
لن	لن	UC
يسقط	يسقط	UC
بالمظاهرات	بالمظاهرات	UC
السلمية	السلمية	UC
	؛	INSERT_PM
لأن	لأن	UC
المظاهرات	المظاهرات	UC
السلمية	السلمية	UC
تهدف	تهدف	UC
لاستعطاف	لاستعطاف	UC
الغرب	الغرب	UC
الغرب		DELETE_XM
او	أو	REPLACE_OH
احراجه	إحراجه	REPLACE_OH
	،	INSERT_PM
و لكن	ولكن	MERGE
الغرب	الغرب	UC
غير	غير	UC
مبالي	مبال	REPLACE_XC
في	في	UC
كلا	كلا	UC
الحالتين	الحالتين	UC
	،	INSERT_PM
و الغرب	والغرب	MERGE
متآمر	متآمر	UC
مع	مع	UC
النظام	النظام	UC
	.	INSERT_PM
و ما	وما	MERGE
النصر	النصر	UC
الا	إلا	REPLACE_OH
من	من	UC
عند	عند	UC
الله	الله	UC
	.	INSERT_PM
استجيبوا	استجيبوا	UC
لربكم	لربكم	UC
	،	INSERT_PM
انفروا	انفروا	UC
و زعزعوا	وزعزعوا	MERGE
الحدود	الحدود	UC
ليتدفق	ليتدفق	UC
اليكم	إليكم	REPLACE_OH
المتعطشون	المتعطشون	UC
للجهاد	للجهاد	UC
	،	INSERT_PM
و قلوبهم	وقلوبهم	MERGE
تكاد	تكاد	UC
تنفجر	تنفجر	UC
غيظا	غيظا	UC
من	من	UC
سماع	سماع	UC
الاخبار	الأخبار	REPLACE_OH
	.	INSERT_PM

معارك	معارك	UC
قرب	قرب	UC
دمشق	دمشق	UC
.	،	REPLACE_PC
.		DELETE_PM
هذا	هذا	UC
بالنسبه	بالنسبة	REPLACE_OT
للجزيره	للجزيرة	REPLACE_OT
,	،	REPLACE_PC
لكن	لكن	UC
هذا	هذا	UC
هو	هو	UC
الحسم	الحسم	UC
الذي	الذي	UC
يطلبه	يطلبه	UC
الشعب	الشعب	UC
السوري	السوري	UC
,	.	REPLACE_PC
ونشكر	ونشكر	UC
الجزيره	الجزيرة	REPLACE_OT
على	على	UC
دعم	دعم	UC
الجيش	الجيش	UC
السوري	السوري	UC
للصور	للصور	UC
والفيديوهات	والفيديوهات	UC
لبؤر	لبؤر	UC
المأجورين	المأجورين	UC
.	.	UC
وانصح	وأنصح	REPLACE_OH
نبيل	نبيل	UC
وحمد	وحمد	UC
عدم	عدم	UC
الذهاب	الذهاب	UC
لنيويورك	لنيويورك	UC
بدون	بدون	UC
تقرير	تقرير	UC
المراقبين	المراقبين	UC
العرب	العرب	UC
.	،	REPLACE_PC
وتوجد	وتوجد	UC
النسخه	النسخة	REPLACE_OT
الاصليه	الأصلية	REPLACE_OH+REPLACE_OT
لدى	لدى	UC
سوريه	سورية	REPLACE_OT
.	.	UC

حسين	حسين	UC
هرموش	هرموش	UC
عندما	عندما	UC
انشق	انشق	UC
	،	INSERT_PM
فقد	فقد	UC
سن	سن	UC
سنة	سنة	UC
حسنة	حسنة	UC
له	له	UC
اجرها	أجرها	REPLACE_OH
وأجر	وأجر	UC
من	من	UC
عمل	عمل	UC
بها	بها	UC
الى	إلى	REPLACE_OH
يوم	يوم	UC
القيامة	القيامة	UC
،	،	UC
ولا	ولا	UC
ينقص	ينقص	UC
من	من	UC
اجوركم	أجوركم	REPLACE_OH
يا	يا	UC
ابطال	أبطال	REPLACE_OH
شيء	شيء	UC
،	.	REPLACE_PC
انتم	أنتم	REPLACE_OH
الرجال	الرجال	UC
	،	INSERT_PM
بوركت	بوركت	UC
سواعدكم	سواعدكم	UC
وبشار	وبشار	UC
	،	INSERT_PM
أعتقد	أعتقد	UC
انه	أنه	REPLACE_OH
سيتمنى	سيتمنى	UC
ميتة	ميتة	UC
القذافي	القذافي	UC
فلا	فلا	UC
يراها	يراها	UC
.	.	UC
.		DELETE_PM
.		DELETE_PM
عاشت	عاشت	UC
سوريا	سوريا	UC
ويسقط	ويسقط	UC
بشار	بشار	UC
الأسد	الأسد	UC
.	.	UC
.	-	REPLACE_PC
.		DELETE_PM
رحم	رحم	UC
الله	الله	UC
	-	INSERT_PM
هرموش	هرموش	UC
حيا	حيا	UC
او	أو	REPLACE_OH
ميتا	ميتا	UC
.	،	REPLACE_PC
.		DELETE_PM
.		DELETE_PM
فأنه	فإنه	REPLACE_OH
ان	إن	REPLACE_OH
كان	كان	UC
قتل	قتل	UC
فهو	فهو	UC
لابد	لا بد	SPLIT
فرح	فرح	UC
بما	بما	UC
اتاه	أوتاه	REPLACE_OM+REPLACE_OR
الله	الله	UC
وفرح	وفرح	UC
بما	بما	UC
صنعته	صنعته	UC
سواعدكم	وسواعدكم	REPLACE_MI
.	.	UC
.		DELETE_PM

لن	لن	UC
تنفع	تنفع	UC
جرعة	جرعة	UC
رفع	رفع	UC
المعنويات	المعنويات	UC
يا	يا	UC
جزيرة	جزيرة	UC
.	.	UC
.		DELETE_PM
لا	لا	UC
تستخفوا	تستخفوا	UC
في عقول	بعقول	REPLACE_S
الناس	الناس	UC
.	،	REPLACE_PC
.		DELETE_PM
الواقع	الواقع	UC
،		DELETE_PM
ان	أن	REPLACE_OH
العكس	العكس	UC
هو	هو	UC
الصحيح	الصحيح	UC
.	.	UC
.		DELETE_PM
.		DELETE_PM
فكيف	فكيف	UC
تنهار	تنهار	UC
كتائب	كتائب	UC
الجيش	الجيش	UC
،	،	UC
وتستعيد	وتستعيد	UC
في	في	UC
نفس	نفس	UC
الوقت	الوقت	UC
السيطرة	السيطرة	UC
على	على	UC
جميع	جميع	UC
مواقع	المواقع	REPLACE_XF
التي	التي	UC
سيطر	سيطر	UC
عليها	عليها	UC
كتائب	كتائب	UC
العرعوريين	العرعوريين	UC
؟	؟	UC
الحسم	الحسم	UC
العسكري	العسكري	UC
بدأ	بدأ	UC
،	،	UC
ولا	ولا	UC
عودة	عودة	UC
الى	إلى	REPLACE_OH
الوراء	الوراء	UC
،	،	UC
وما	وما	UC
هي	هي	UC
إلا	إلا	UC
مسئلة	مسألة	REPLACE_XC
وقت	وقت	UC
حتى	حتى	UC
يعود	يعود	UC
الأمن	الأمن	UC
والآمان	والأمان	REPLACE_OH
الى	إلى	REPLACE_OH
سوريا	سوريا	UC
.	.	UC
زكريا	زكريا	UC
الدنماركي	الدنماركي	UC
	.	INSERT_PM

مشروع	مشروع	UC
قرار	قرار	UC
بالجامعة	بالجامعة	UC
العربية	العربية	UC
لوضع	لوضع	UC
حد	حد	UC
لإراقة	لإراقة	UC
الدماء	الدماء	UC
بسوريا	بسوريا	UC
وحل	وحل	UC
الأزمة	الأزمة	UC
في	في	UC
الإطار	الإطار	UC
العربي	العربي	UC
.	.	UC
لا	لا	UC
والف	وألف	REPLACE_OH
لا	لا	UC
لكل	لكل	UC
من	من	UC
يحاول	يحاول	UC
اطالة	إطالة	REPLACE_OH
عمر	عمر	UC
النظام	النظام	UC
ورمي	ورمي	UC
طوق	طوق	UC
النجاة	النجاة	UC
له	له	UC
	،	INSERT_PM
وقد	وقد	UC
بدأنا	بدأنا	UC
نفهم	نفهم	UC
مغزى	مغزى	UC
تحرك	تحرك	UC
بعض	بعض	UC
القادة	القادة	UC
العرب	العرب	UC
مؤخرا	مؤخرا	UC
,	،	REPLACE_PC
انقاذ	إنقاذ	REPLACE_OH
النظام	النظام	UC
ولاغير	ولا غيره	UNK
,	،	REPLACE_PC
لكن	لكن	UC
هذا	هذا	UC
لن	لن	UC
يكون	يكون	UC
	.	INSERT_PM

يا	يا	UC
جماعة	جماعة	UC
الخير	الخير	UC
كل	كل	UC
شي	شيء	REPLACE_OM
صار	صار	UC
واضح	واضحا	REPLACE_XC
.	،	REPLACE_PC
.		DELETE_PM
المعارضة	المعارضة	UC
مدعومة	مدعومة	UC
من	من	UC
قوى	قوى	UC
خارجية	خارجية	UC
.	.	UC
.		DELETE_PM
انا	أنا	REPLACE_OH
بالبداية	بالبداية	UC
كنت	كنت	UC
متعاطف	متعاطفا	REPLACE_XC
معهم	معهم	UC
	،	INSERT_PM
بس	بس	UC
هن	هم	REPLACE_OR
عن	عن	UC
جد	جد	UC
مندسين	مندسين	UC
وما	وما	UC
بيستاهلو	يستهلوا	REPLACE_OD+REPLACE_OH+REPLACE_OM
نوقف	نقف	REPLACE_OD
معهن	معهم	REPLACE_MI
.	؛	REPLACE_PC
.		DELETE_PM
لانه	لأنه	REPLACE_OH
كل ما	كلما	MERGE
الرئيس	الرئيس	UC
بشار	بشار	UC
يوعد	يوعد	UC
باصلاحات	بإصلاحات	REPLACE_OH
	،	INSERT_PM
برجعو	برجعون	REPLACE_OM
بعملو	بعملوا	REPLACE_OW
مظاهرات	مظاهرات	UC
رافضة	رافضة	UC
.	،	REPLACE_PC
.		DELETE_PM
حددو	حددوا	REPLACE_OW
شو	شو	UC
بدكن	بدكم	REPLACE_MI
بالضبط	بالضبط	UC
؟	؟	UC
؟	؟	UC

الهمجيون	الهمجيون	UC
عصابة	عصابة	UC
ماهر	ماهر	UC
و بشار	وبشار	MERGE
يهاجمون	يهاجمون	UC
معظم	معظم	UC
جوامع	جوامع	UC
دمشق	دمشق	UC
،	،	UC
لكن	لكن	UC
هذا	هذا	UC
هو	هو	UC
برهان	برهان	UC
أخر	آخر	REPLACE_OH
في	على	REPLACE_SW
حقد هم	حقدهم	MERGE
على	على	UC
الغاغلبية	الأغلبية	REPLACE_OD+REPLACE_OH
السنة	السنة	UC
،	.	REPLACE_PC
هذا	هذا	UC
هو	هو	UC
مخططهم	مخططهم	UC
بالهجوم	بالهجوم	UC
الكبير	الكبير	UC
على	على	UC
جميع	جميع	UC
المساجد	المساجد	UC
	؛	INSERT_PM
لان	لأن	REPLACE_OH
كل	كل	UC
القمع	القمع	UC
قد	قد	UC
فشل	فشل	UC
.	.	UC
هجمومهم	هجومهم	REPLACE_OD
هو	هو	UC
دليل	دليل	UC
ذعرهمخسرت	ذعرهم ، خسرت	REPLACE_PM+SPLIT
المعركة	المعركة	UC
يا	يا	UC
بشار	بشار	UC
.	.	UC

حتى	حتى	UC
في	في	UC
العشر	العشر	UC
الأواخر	الأواخر	UC
من	من	UC
رمضان	رمضان	UC
المبارك	المبارك	UC
لم	لم	UC
يتوقف	يتوقف	UC
الأمن	الأمن	UC
و الجيش	والجيش	MERGE
السوري	السوري	UC
الجبان	الجبان	UC
عن	عن	UC
القتل	القتل	UC
و تعذيب	وتعذيب	MERGE
المتضاهرين	المتظاهرين	REPLACE_OR
	،	INSERT_PM
و كأنه	وكأنه	MERGE
في	في	UC
معركة	معركة	UC
مع	مع	UC
اليهود	اليهود	UC
لتحرير	لتحرير	UC
الجولان	الجولان	UC
.	.	UC
إن	إن	UC
ما	ما	UC
يقوم	يقوم	UC
به	به	UC
النظان	النظام	REPLACE_OR
السوري	السوري	UC
المجرم	المجرم	UC
صد	ضد	REPLACE_OR
شعبه	شعبه	UC
قد	قد	UC
يفوق	يفوق	UC
جرائم	جرائم	UC
الصهاينة	الصهاينة	UC
مع	مع	UC
الفلسطينيين	الفلسطينيين	UC
	،	INSERT_PM
وإن	وإن	UC
الثورة	الثورة	UC
السورية	السورية	UC
ستنتصر	ستنتصر	UC
على	على	UC
هذا	هذا	UC
النظام	النظام	UC
الوحشي	الوحشي	UC
و الظالم	والظالم	MERGE
بإذن	بإذن	UC
الله	الله	UC
عما	عما	UC
قريب	قريب	UC
.	.	UC

يجب	يجب	UC
على	على	UC
العسكر	العسكر	UC
في	في	UC
مصر	مصر	UC
تجنب	تجنب	UC
دولة	دولة	UC
عسكرية	عسكرية	UC
بل	بل	UC
العمل	العمل	UC
على	على	UC
ارساء	إرساء	REPLACE_OH
دولة	دولة	UC
مدنية	مدنية	UC
في	في	UC
اطار	إطار	REPLACE_OH
الدمقراطية	الديمقراطية	REPLACE_OM
	،	INSERT_PM
والمصائب	والمصائب	UC
التي	التي	UC
عرفها	عرفها	UC
العلم	العالم	REPLACE_OH+REPLACE_OM
العربي	العربي	UC
كلها	كلها	UC
بسبب	بسبب	UC
الانقلابات	الانقلابات	UC
التي	التي	UC
قام	قام	UC
بها	بها	UC
العسكر	العسكر	UC
وحماقاتهم	وحماقاتهم	UC
مثل	مثل	UC
القدافي	القذافي	REPLACE_OR
وصالح	وصالح	UC
الاسد	الأسد	REPLACE_OH
وصدام	وصدام	UC
	.	INSERT_PM
كفى	كفى	UC
من	من	UC
الانقلابات	الانقلابات	UC
العسكرية	العسكرية	UC
	!	INSERT_PM
اليس	أليس	REPLACE_OH
في	في	UC
العسكر	العسكر	UC
رجل	رجلا	REPLACE_XC+REPLACE_XN
عاقل	عاقلا	REPLACE_XC
يحترم	يحترم	UC
نفسه	نفسه	UC
ويحترم	ويحترم	UC
اختيار	اختيار	UC
الشعب	الشعب	UC
	؟	INSERT_PM
ام	أم	REPLACE_OH
انهم	أنهم	REPLACE_OH
يخافون	يخافون	UC
من	من	UC
المحاسبة	المحاسبة	UC
بسبب	بسبب	UC
الجراءم	الجرائم	REPLACE_OH
	،	INSERT_PM
والسرقة	والسرقة	UC
	،	INSERT_PM
والقتل	والقتل	UC
	،	INSERT_PM
والامتيازات	والامتيازات	UC
	؟	INSERT_PM

نعم	نعم	UC
،	،	UC
ما	ما	UC
ذكرته	ذكرته	UC
المحامية	المحامية	UC
ليس	ليس	UC
اتهاما	اتهاما	UC
،	،	UC
وإنما	وإنما	UC
حقائق	حقائق	UC
،	،	UC
بل	بل	UC
إن	إن	UC
سويسرا	سويسرا	UC
حاولت	حاولت	UC
الضغط	الضغط	UC
على	على	UC
الحكومة	الحكومة	UC
البوسنية	البوسنية	UC
لقبول	لقبول	UC
تلك	تلك	UC
الأسر	الأسر	UC
رغم	رغم	UC
إدراك	إدراك	UC
الحكومة	الحكومة	UC
السويسرية	السويسرية	UC
أن	أن	UC
حياتهم	حياتهم	UC
هناك	هناك	UC
في	في	UC
خطر	خطر	UC
،	،	UC
فهل	فهل	UC
ضاقت	ضاقت	UC
الأرض	الأرض	UC
بتلك	بتلك	UC
العائلات	العائلات	UC
؟	؟	UC
أم	أم	UC
لأنهم	لأنهم	UC
فقراء	فقراء	UC
فلا	فلا	UC
مكان	مكان	UC
لهم	لهم	UC
في	في	UC
سويسرا	سويسرا	UC
أرض	أرض	UC
الأثرياء	الأثرياء	UC
؟	؟	UC

يجب	يجب	UC
على	على	UC
الدول	الدول	UC
العربية	العربية	UC
و الاسلامية	والإسلامية	REPLACE_O
ان	أن	REPLACE_OH
تكون	تكون	UC
حازمة	حازمة	UC
بشكل	بشكل	UC
كاف	كاف	UC
مع	مع	UC
هذا	هذا	UC
النظام	النظام	UC
المجرم	المجرم	UC
	،	INSERT_PM
و يجب	ويجب	MERGE
ايضا	أيضا	REPLACE_OH
على	على	UC
الدول	الدول	UC
النفطية	النفطية	UC
ان	أن	REPLACE_OH
تشتري	تشتري	UC
الموقف	الموقف	UC
الروسي	الروسي	UC
بالمال	بالمال	UC
	؛	INSERT_PM
لأن	لأن	UC
الساسة	الساسة	UC
الروس	الروس	UC
رخيصون	رخيصون	UC
جدا	جدا	UC
	،	INSERT_PM
حيث	حيث	UC
انهم	أنهم	REPLACE_OH
يغيرون	يغيرون	UC
و يبدلون	ويبدلون	MERGE
من	من	UC
مواقفهم	مواقفهم	UC
حسب	حسب	UC
مصالحهم	مصالحهم	UC
المادية	المادية	UC
	،	INSERT_PM
و بمقابل	وبمقابل	MERGE
اثمان	أثمان	REPLACE_OH
سخيفة	سخيفة	UC
.	.	UC
.		DELETE_PM
.		DELETE_PM

يلعن	يلعن	UC
روحك	روحك	UC
	،	INSERT_PM
يا	يا	UC
حافظ	حافظ	UC
	،	INSERT_PM
يلعن	يلعن	UC
روحك	لروحك	REPLACE_MI
يا	يا	UC
حافظ	حافظ	UC
	.	INSERT_PM
يلعن	يلعن	UC
روحك	روحتك	REPLACE_XG
يا	يا	UC
حافظ	حافظ	UC
	!	INSERT_PM
يلعن	يلعن	UC
روحك	بروحك	REPLACE_XM
	.	INSERT_PM
يا	يا	UC
حافظ	حافظ	UC
	-	INSERT_PM
يلعن	يلعن	UC
روحك	روحلك	REPLACE_OM
	،	INSERT_PM
يا حافظ	ياحافظ	MERGE
	-	INSERT_PM
يلعن	يلعن	UC
روحك	روحه	REPLACE_MI
	-	INSERT_PM
يا	يا	UC
حافظ	حافظ	UC
	؟	INSERT_PM
يلعن	يلعن	UC
روحك	روحه	REPLACE_MI
	؟	INSERT_PM
يا	يا	UC
حافظ	حافظ	UC
يلعن	يلعن	UC
روحك	روحه	REPLACE_MI
	!	INSERT_PM
يا	يا	UC
حافظ	حافظ	UC
	_	INSERT_PM
يلعن	يلعن	UC
	-	INSERT_PM
روحك	روحك	UC
	!	INSERT_PM
	!	INSERT_PM
يا		DELETE_XM
حافظ		DELETE_XM
يلعن	يلعن	UC
	،	INSERT_PM
روحك	روحكه	REPLACE_OM
يا	يا	UC
حافظ	حافظ	UC
يلعن		DELETE_XM
روحك		DELETE_XM
يا		DELETE_XM
حافظ		DELETE_XM
يلعن		DELETE_XM
روحك		DELETE_XM
يا		DELETE_XM
حافظ		DELETE_XM
	?	INSERT_PM

خبر	خبر	UC
جيد	جيد	UC
بازدياد	بازدياد	UC
عدد	عدد	UC
السياح	السياح	UC
لبلدي	لبلدي	UC
الغالي	الغالي	UC
سوريا	سوريا	UC
،	،	UC
وبما	وبما	UC
انه	أنه	REPLACE_OH
يشكل	يشكل	UC
12	12	UC
%	%	UC
من	من	UC
الناتج	الناتج	UC
المحلي	المحلي	UC
فيجب	فيجب	UC
ان	أن	REPLACE_OH
يكون	يكون	UC
جزء	جزء	UC
من	من	UC
هذه	هذه	UC
الامول	الأموال	REPLACE_OH+REPLACE_OM
موظف	موظف	UC
لدعم	لدعم	UC
هذا	هذا	UC
القطاع	القطاع	UC
وتأمين	وتأمين	UC
الخدمات	الخدمات	UC
له	له	UC
،	،	UC
فمثلا	فمثلا	UC
المشلكة	المشكلة	REPLACE_OC
التي	التي	UC
يواجهها	يواجهها	UC
السايح	السائح	REPLACE_OR
في	في	UC
سوريا	سوريا	UC
عدم	عدم	UC
وجود	وجود	UC
حمامات	حمامات	UC
نظيفة	نظيفة	UC
ومخدمة	ومخدمة	UC
ضمن	ضمن	UC
المدن	المدن	UC
او	أو	REPLACE_OH
المناطق	المناطق	UC
السياحية	السياحية	UC
،	،	UC
الا	إلا	REPLACE_OH
بما	بما	UC
قل	قل	UC
.	.	UC
.		DELETE_PM
فإنها	فإنها	UC
مشكلة	مشكلة	UC
اساسية	أساسية	REPLACE_OH
ويجب	ويجب	UC
حلها	حلها	UC
وتحسين	وتحسين	UC
خدمتها	خدمتها	UC
.	.	UC
.		DELETE_PM
.		DELETE_PM

ما	ما	UC
هو	هو	UC
الإجراء	الإجراء	UC
الذي	الذي	UC
ستتخذه	ستتخذه	UC
الجامعة	الجامعة	UC
ضد	ضد	UC
المجلس	المجلس	UC
العسكري	العسكري	UC
؟	؟	UC
ههههه	هههه	REPLACE_OD
لا	لا	UC
شيء	شيء	UC
.	،	REPLACE_PC
فدول	فدول	UC
الخليج	الخليج	UC
منهمكة	منهمكة	UC
في	في	UC
التخطيط	التخطيط	UC
لتدمير	لتدمير	UC
سوريا	سوريا	UC
.	،	REPLACE_PC
كما	كما	UC
أنهم	أنهم	UC
أدركوا	أدركوا	UC
أن	أن	UC
مصر	مصر	UC
عرفت	عرفت	UC
طريقها	طريقها	UC
إلى	إلى	UC
الحرية	الحرية	UC
و لن	ولن	MERGE
تدع	تدع	UC
مجالا	مجالا	UC
للتدخل	للتدخل	UC
لأي	لأي	UC
كان	كان	UC
في	في	UC
مستقبلها	مستقبلها	UC
.	.	UC
الله	الله	UC
يحفظ	يحفظ	UC
شعب	شعب	UC
مصر	مصر	UC
.	.	UC
أختكم	أختكم	UC
العربية	العربية	UC
التي	التي	UC
تعشق	تعشق	UC
ثورتكم	ثورتكم	UC
النظيفة	النظيفة	UC
	.	INSERT_PM

استسلم	استسلم	UC
الشارع	الشارع	UC
المصري	المصري	UC
مبكرا	مبكرا	UC
	،	INSERT_PM
وترك	وترك	UC
زمام	زمام	UC
الامور	الأمور	REPLACE_OH
تدور	تدور	UC
مرة	مرة	UC
اخري	أخرى	REPLACE_OA+REPLACE_OH
علي	على	REPLACE_OA
عجلة	عجلة	UC
العسكر	العسكر	UC
الذين	الذين	UC
هم	هم	UC
من	من	UC
احدي	إحدى	REPLACE_OA+REPLACE_OH
مخلفات	مخلفات	UC
الماض	الماضي	REPLACE_OM
البعيد	البعيد	UC
	،	INSERT_PM
فهؤلاء	فهؤلاء	UC
لن	لن	UC
يتركو	يتركوا	REPLACE_OW
السلطة	السلطة	UC
اويتنازلون	أو يتنازلوا	REPLACE_X
عنها	عنها	UC
هكذا	هكذا	UC
	.	INSERT_PM
وطالما	وطالما	UC
ان	أن	REPLACE_OH
المصريون	المصريين	REPLACE_XC
ارادو	أرادوا	REPLACE_OH+REPLACE_OM
لثورتهم	لثورتهم	UC
النجاح	النجاح	UC
باقل	بأقل	REPLACE_OH
قدر	قدر	UC
ممكن	ممكن	UC
من	من	UC
التضحيات	التضحيات	UC
	،	INSERT_PM
الاانهم	إلا أنهم	REPLACE_X
بذلك	بذلك	UC
جازفوا	جازفوا	UC
في	في	UC
الحيثيات	الحيثيات	UC
	،	INSERT_PM
والعسكر	والعسكر	UC
استفادوا	استفادوا	UC
من	من	UC
ذلك	ذلك	UC
طبعا	طبعا	UC
	،	INSERT_PM
وارادو	وأرادوا	REPLACE_OH+REPLACE_OM
بذلك	بذلك	UC
اختزال	اختزال	UC
الثورة	الثورة	UC
	.	INSERT_PM
اذن	إذن	REPLACE_OH
نسبة	نسبة	UC
نجاح	نجاح	UC
الثورة	الثورة	UC
مرتبط	مرتبط	UC
بجديتها	بجديتها	UC
	.	INSERT_PM

السلام	السلام	UC
عليكم	عليكم	UC
ورحمة	ورحمة	UC
الله	الله	UC
وبركاته	وبركاته	UC
	.	INSERT_PM
رغم	رغم	UC
معرفتنا	معرفتنا	UC
بما	بما	UC
وراء	وراء	UC
هذه	هذه	UC
التعليقات	التعليقات	UC
من	من	UC
أغراض	أغراض	UC
	،	INSERT_PM
لكن	لكن	UC
نستعين	نستعين	UC
بالله	بالله	UC
ونقول	ونقول	UC
أن	أن	UC
الاخ	الأخ	REPLACE_OH
خالد	خالد	UC
بن	بن	UC
الوليد	الوليد	UC
نؤيده	نؤيده	UC
في	في	UC
كل	كل	UC
ما	ما	UC
قاله	قاله	UC
	،	INSERT_PM
ونعرف	ونعرف	UC
أن	أن	UC
الحق	الحق	UC
واضح	واضح	UC
وأهله	وأهله	UC
معروفون	معروفون	UC
	،	INSERT_PM
والباطل	والباطل	UC
للأسف	للأسف	UC
دخل	دخل	UC
على	على	UC
الحق	الحق	UC
لكنه	لكنه	UC
معروف	معروف	UC
	،	INSERT_PM
فاصبروا	فاصبروا	UC
فنحن	فنحن	UC
في	في	UC
زمن	زمن	UC
الغربة	الغربة	UC
الثاني	الثاني	UC
	.	INSERT_PM

وبكل	وبكل	UC
وقاحة	وقاحة	UC
يتهكم	يتهكم	UC
قائلا	قائلا	UC
:	:	UC
الجهاز	الجهاز	UC
أصلي	أصلي	UC
.	،	REPLACE_PC
لم	لم	UC
يكسر	يكسر	UC
من	من	UC
أول	أول	UC
ضربة	ضربة	UC
،	،	UC
ثم	ثم	UC
يعود	يعود	UC
ويتأكد	ويتأكد	UC
من	من	UC
كسره	كسره	UC
،	،	UC
كما	كما	UC
كسر	كسر	UC
من	من	UC
قبله	قبله	UC
حرمة	حرمة	UC
المنزل	المنزل	UC
وربما	وربما	UC
قتل	قتل	UC
ونكل	ونكل	UC
،	،	UC
والكبر	والكبر	UC
يملأ	يملأ	UC
رأسه	رأسه	UC
،	،	UC
فهو	فهو	UC
في	في	UC
عرينه	عرينه	UC
العسكري	العسكري	UC
وبكامل	وبكامل	UC
جبروته	جبروته	UC
،	،	UC
