SOURCE	TARGET
	،	INSERT_PM
نتألم	نتألم	UC
حين	حين	UC
نقرأ	نقرأ	UC
الاساءة	الإساءة	REPLACE_OH
الينا	إلينا	REPLACE_OH
	،	INSERT_PM
ومن	ومن	UC
حقنا	حقنا	UC
ان	أن	REPLACE_OH
نرد	نرد	UC
ومن	ومن	UC
نفس	نفس	UC
موقعكم	موقعكم	UC
وبدون	وبدون	UC
تجريح	تجريح	UC
	.	INSERT_PM
وشكرا	وشكرا	UC
	.	INSERT_PM

البعض	البعض	UC
يرى	يرى	UC
أن	أن	UC
المبادرة	المبادرة	UC
العربية	العربية	UC
هي	هي	UC
الفرصة	الفرصة	UC
الأخيرة	الأخيرة	UC
لنظام	لنظام	UC
بشار	بشار	UC
.	.	UC
هي	هي	UC
فعلا	فعلا	UC
الفرصة	الفرصة	UC
الأخيرة	الأخيرة	UC
ولكن	ولكن	UC
ليس	ليس	UC
لبشار	لبشار	UC
وإنما	وإنما	UC
للجامعة	للجامعة	UC
العربية	العربية	UC
فقد	فقد	UC
طفح	طفح	UC
كيل	كيل	UC
الشعوب	الشعوب	UC
العربية	العربية	UC
من	من	UC
هذه	هذه	UC
المنظمة	المنظمة	UC
التي	التي	UC
أصبحت	أصبحت	UC
تثير	تثير	UC
ضحك	ضحك	UC
وسخرية	وسخرية	UC
أي	أي	UC
مواطن	مواطن	UC
عربي	عربي	UC
.	.	UC
ليس	ليس	UC
فقط	فقط	UC
نظام	نظام	UC
بشار	بشار	UC
من	من	UC
سيسقط	سيسقط	UC
بل	بل	UC
أيضا	أيضا	UC
هذه	هذه	UC
المنظمة	المنظمة	UC
المهزلة	المهزلة	UC

ب	ب	UC
يع	يع	UC
وتسريب	وتسريب	UC
صور	صور	UC
ومقاطع	ومقاطع	UC
فيديو	فيديو	UC
إذلال	إذلال	UC
وتعذيب	وتعذيب	UC
وقتل	وقتل	UC
الشعب	الشعب	UC
العز	العز	UC
ل	ل	UC
إن	إن	UC
ما	ما	UC
يؤكد	يؤكد	UC
موافقة	موافقة	UC
النظام	النظام	UC
على	على	UC
هذا	هذا	UC
لتخويف	لتخويف	UC
المتظاهرين	المتظاهرين	UC
ولإثبات	ولإثبات	UC
عدم	عدم	UC
إكتراثهم	إكتراثهم	UC
من	من	UC
رد	رد	UC
فعل	فعل	UC
الرأي	الرأي	UC
العالمي	العالمي	UC
والمنظ	والمنظ	UC
مات	مات	UC
والهيئات	والهيئات	UC
الإنسانية	الإنسانية	UC
والقانوني	والقانوني	UC
ة	ة	UC
.	.	UC
وأن	وأن	UC
هذا	هذا	UC
بيتنا	بيتنا	UC
وهؤلاء	وهؤلاء	UC
عبيدنا	عبيدنا	UC
ولا	ولا	UC
دخل	دخل	UC
لأحد	لأحد	UC
بخصوصي	بخصوصي	UC
اتنا	اتنا	UC
!	!	UC
!	!	UC

هل	هل	UC
يرجعون	يرجعون	UC
سبب	سبب	UC
الجريمة	الجريمة	UC
الى	إلى	REPLACE_OH
ديانته	ديانته	UC
؟	؟	UC
ماذا	ماذا	UC
لو	لو	UC
كان	كان	UC
يهوديا	يهوديا	UC
او	أو	REPLACE_OH
مسيحيا	مسيحيا	UC
او	أو	REPLACE_OH
بوذيا	بوذيا	UC
هل	هل	UC
سيقولون	سيقولون	UC
ان	أن	REPLACE_OH
بسبب	بسبب	UC
ديانته	ديانته	UC
وتعاليمها	وتعاليمها	UC
ارتكب	ارتكب	UC
جريمته	جريمته	UC
كما	كما	UC
يفعلون	يفعلون	UC
لو	لو	UC
قام	قام	UC
عربي	عربي	UC
او	أو	REPLACE_OH
مسلم	مسلم	UC
بالدفاع	بالدفاع	UC
عن	عن	UC
نفسه	نفسه	UC
؟	؟	UC
بالتاكيد	بالتأكيد	REPLACE_OH
لا	لا	UC
	،	INSERT_PM
	لا	INSERT_XM
ان	إن	REPLACE_OH
عملية	عملية	UC
اتهام	اتهام	UC
العرب	العرب	UC
والمسلمين	والمسلمين	UC
وديانتهم	وديانتهم	UC
ونعتها	ونعتها	UC
بالارهاب	بالإرهاب	REPLACE_OH
حجة	حجة	UC
لتغذية	لتغذية	UC
مفاهيمهم	مفاهيمهم	UC
الاستعمارية	الاستعمارية	UC
والسيطرة	والسيطرة	UC
على	على	UC
العالم	العالم	UC
والشعوب	والشعوب	UC
العربية	العربية	UC

الواضح	الواضح	UC
في	في	UC
آخر	آخر	UC
المقطع	المقطع	UC
تماما	تماما	UC
بدون	بدون	UC
لا	لا	UC
يدع	يدع	UC
مجالا	مجالا	UC
للشك	للشك	UC
انو	انو	UC
معنويات	معنويات	UC
الشباب	الشباب	UC
"	"	UC
حماة	حماة	UC
الديار	الديار	UC
الجيش	الجيش	UC
العربي	العربي	UC
السوري	السوري	UC
"	"	UC
الحمد	الحمد	UC
لله	لله	UC
عاااااااااااااااالية	عاااااااااااااااالية	UC
!	!	UC
!	!	UC
!	!	UC
وهادا	وهادا	UC
المهم	المهم	UC
"	"	UC
يا	يا	UC
جبل	جبل	UC
ما	ما	UC
يهز	يهز	UC
ك	ك	UC
ريح	ريح	UC
"	"	UC
الله	الله	UC
يقويكم	يقويكم	UC
يا	يا	UC
شباب	شباب	UC
وينصركم	وينصركم	UC
على	على	UC
أعداء	أعداء	UC
الأمة	الأمة	UC
وأعداء	وأعداء	UC
الله	الله	UC
.	.	UC
.	.	UC
الله	الله	UC
محيي	محيي	UC
الجيش	الجيش	UC
.	.	UC
.	.	UC
.	.	UC

إن	إن	UC
بشار	بشار	UC
الأسد	الأسد	UC
المجرم	المجرم	UC
ورط	ورط	UC
الجيش	الجيش	UC
السوري	السوري	UC
في	في	UC
المدن	المدن	UC
حتى	حتى	UC
يحدث	يحدث	UC
اقتتال	اقتتال	UC
بينه	بينه	UC
و	و	UC
بين	بين	UC
من	من	UC
اختار	اختار	UC
الدفاع	الدفاع	UC
عن	عن	UC
بيته	بيته	UC
و	و	UC
عرضه	عرضه	UC
و	و	UC
هو	هو	UC
يعرف	يعرف	UC
أن	أن	UC
لا	لا	UC
وجود	وجود	UC
لجماعات	لجماعات	UC
ارهابية	ارهابية	UC
و	و	UC
هو	هو	UC
نظام	نظام	UC
كاذب	كاذب	UC
مجرم	مجرم	UC
.	.	UC
ارحل	ارحل	UC
يا	يا	UC
مجرم	مجرم	UC
فليس	فليس	UC
لك	لك	UC
مكان	مكان	UC
بسوريا	بسوريا	UC
قبل	قبل	UC
أن	أن	UC
تداسك	تداسك	UC
الناس	الناس	UC

ان	إن	REPLACE_OH
مايفعله	ما يفعله	SPLIT
النظام	النظام	UC
من	من	UC
قصف	قصف	UC
	،	INSERT_PM
وقمع	وقمع	UC
	،	INSERT_PM
ومداهمات	ومداهمات	UC
	،	INSERT_PM
وتعذيب	وتعذيب	UC
	،	INSERT_PM
ونهب	ونهب	UC
البيوت	البيوت	UC
	،	INSERT_PM
واحراق	وإحراق	REPLACE_OH
الممتلكات	الممتلكات	UC
هو	هو	UC
اكبر	أكبر	REPLACE_OH
دليل	دليل	UC
على	على	UC
ما	ما	UC
عاناه	عاناه	UC
الشعب	الشعب	UC
طيلة	طيلة	UC
حكم	حكم	UC
الخونة	الخونة	UC
.	.	UC
.	.	UC
.	.	UC
.		DELETE_PM
حقد	حقد	UC
دفين	دفين	UC
ضد	ضد	UC
شعب	شعب	UC
اعزل	أعزل	REPLACE_OH
،	،	UC
،		DELETE_PM
،		DELETE_PM
ماذا	ماذا	UC
تتوقعون	تتوقعون	UC
من	من	UC
امن	أمن	REPLACE_OH
	،	INSERT_PM
وشبيحة	وشبيحة	UC
تكتب	تكتب	UC
عند	عند	UC
انتهاءها	انتهاءها	UC
من	من	UC
نهب	نهب	UC
البيوت	البيوت	UC
على	على	UC
الجدران	الجدران	UC
	؟	INSERT_PM
لااله	لا إله	REPLACE_X
الا	إلا	REPLACE_OH
الاسد	الأسد	REPLACE_OH
	،	INSERT_PM
ولادين	ولا دين	SPLIT
الى	إلى	REPLACE_OH
البعث	البعث	UC
،	!	REPLACE_PC
،		DELETE_PM
كلها	كلها	UC
ادلة	أدلة	REPLACE_OH
لاولئك	لأولئك	REPLACE_OH
العملاء	العملاء	UC
المندسون	المندسون	UC
مع	مع	UC
حكم	حكم	UC
البعث	البعث	UC
الطائفي	الطائفي	UC
الدموي	الدموي	UC
الحاقد	الحاقد	UC
	.	INSERT_PM

عندما	عندما	UC
يريدون	يريدون	UC
لجان	لجان	UC
التنسيقات	التنسيقات	UC
والشاهد	والشاهد	UC
العيان	العيان	UC
الافتراء	الافتراء	UC
ونشر	ونشر	UC
الاشاعات	الإشاعات	REPLACE_OH
ينشرون	ينشرون	UC
اخبار	أخبارا	REPLACE_OH+REPLACE_XC
لايمكن	لا يمكن	SPLIT
تكذيبها	تكذيبها	UC
.	.	UC
زوارق	زوارق	UC
تقصف	تقصف	UC
الرمل	الرمل	UC
الجنوبي	الجنوبي	UC
معناه	معناه	UC
القصف	القصف	UC
عشوائي	عشوائي	UC
ومعناه	ومعناه	UC
الابنيه	الأبنية	REPLACE_OH+REPLACE_OT
كلها	كلها	UC
دمرت	دمرت	UC
او	أو	REPLACE_OH
تضررت	تضررت	UC
واتن	وأعداد	REPLACE_SW
القتلى	القتلى	UC
بالاف	بالآلاف	REPLACE_OM
.	.	UC
ولكن	ولكن	UC
الحقيقه	الحقيقة	REPLACE_OT
لايوجد	لا يوجد	SPLIT
لادمار	لا دمار	SPLIT
ولاخراب	ولا خراب	SPLIT
اين	أين	REPLACE_OH
ادعاتهم	إدعاءاتهم	REPLACE_OH+REPLACE_OM
وتقولون	وتقولون	UC
انه	أنه	REPLACE_OH
قتل	قتل	UC
20	20	UC
	؟	INSERT_PM
هذه	هذه	UC
الادعات	الادعاءات	REPLACE_OH+REPLACE_OM
غير	غير	UC
صحيحه	صحيحة	REPLACE_OT
وبالصوت	وبالصوت	UC
والصوره	والصورة	REPLACE_OT
من	من	UC
الرمل	الرمل	UC
تم	تم	UC
تكذيبها	تكذيبها	UC

الاكراد	الأكراد	REPLACE_OH
لديهم	لديهم	UC
قيم	قيم	UC
وشيم	وشيم	UC
الرجال	الرجال	UC
لايطردون	لا يطردون	SPLIT
احد	أحدا	REPLACE_SW
	؛	INSERT_PM
لانه	لأنه	REPLACE_OH
لم	لم	UC
يسلموا	يسلموا	UC
الهاشمي	الهاشمي	UC
	،	INSERT_PM
ولا	ولا	UC
اي	أي	REPLACE_OH
شخص	شخص	UC
يلجاء	يلجأ	REPLACE_OD+REPLACE_OH
اليهم	إليهم	REPLACE_OH
	،	INSERT_PM
ولا	ولا	UC
من	من	UC
اخلاقنا	أخلاقنا	REPLACE_OH
تهجير	تهجير	UC
الناس	الناس	UC
واخذ	وأخذ	REPLACE_OH
حلالهم	حلالهم	UC
كما	كما	UC
فعل	فعل	UC
صدام	صدام	UC
	،	INSERT_PM
وارسل	وأرسل	REPLACE_OH
الاكراد	الأكراد	REPLACE_OH
الى	إلى	REPLACE_OH
الرمادي	الرمادي	UC
والجنوب	والجنوب	UC
	،	INSERT_PM
وليست	وليست	UC
من	من	UC
اخلاقنا	أخلاقياتنا	REPLACE_SW
القتل	القتل	UC
	،	INSERT_PM
والاغتصاب	والاغتصاب	UC
	،	INSERT_PM
ورمي	ورمي	UC
الجثث	الجثث	UC
في	في	UC
المزابل	المزابل	UC
	؛	INSERT_PM
لانه	لأنه	REPLACE_OH
هذه	هذه	UC
ليست	ليست	UC
اخلاقنا	أخلاقنا	REPLACE_OH
	،	INSERT_PM
ولو	ولو	UC
ابتعدتم	ابتعدتم	UC
عن	عن	UC
حقدكم	حقدكم	UC
وعنصريتكم	وعنصريتكم	UC
لصار	لصار	UC
براسكم	برأسكم	REPLACE_OH
خير	خير	UC
	،	INSERT_PM
والحمدلله	والحمد لله	SPLIT
ماتركنا	ما تركنا	SPLIT
الاسلام	الإسلام	REPLACE_OH
رغم	رغم	UC
كل	كل	UC
مافعلتوه	ما فعلتوه	SPLIT
بنا	بنا	UC
	.	INSERT_PM

كان	كان	UC
اصدقائي	أصدقائي	REPLACE_OH
يتفاخرون	يتفاخرون	UC
بان	بأن	REPLACE_OH
اصولهم	أصولهم	REPLACE_OH
تركية	تركية	UC
وليست	وليست	UC
عراقية	عراقية	UC
	،	INSERT_PM
رغم	رغم	UC
انهم	أنهم	REPLACE_OH
كتبوا	كتبوا	UC
في	في	UC
عهد	عهد	UC
صدام	صدام	UC
بانهم	بأنهم	REPLACE_OH
عرب	عرب	UC
	،	INSERT_PM
واتضح	واتضح	UC
لي	لي	UC
بانهم	بأنهم	REPLACE_OH
من	من	UC
تركمانستان	تركمانستان	UC
	.	INSERT_PM
ولا	ولا	UC
ادري	أدري	REPLACE_OH
ماذا	ماذا	UC
يفعولن	يفعل هؤلاء	REPLACE_X
بالعراق	بالعراق	UC
خصوصا	خصوصا	UC
هم	هم	UC
ايضا	أيضا	REPLACE_OH
جاءو	جاؤوا	REPLACE_OH+REPLACE_OM
محتلين	محتلين	UC
مع	مع	UC
حملات	حملات	UC
التتار	التتار	UC
والمغول	والمغول	UC
ودمروا	ودمروا	UC
بغداد	بغداد	UC
	.	INSERT_PM
على	على	UC
مااعتقد	ما أعتقد	REPLACE_X
لو	لو	UC
انا	أنا	REPLACE_OH
غلطان	غلطان	UC
	.	INSERT_PM

الجزيرة	الجزيرة	UC
الحرة	الحرة	UC
الديمقراطية	الديمقراطية	UC
نسيت	نسيت	UC
شعب	شعب	UC
البحرين	البحرين	UC
و	،	REPLACE_PM+REPLACE_XT
نسيت	نسيت	UC
ال	ال	UC
13000	13000	UC
معتقل	معتقل	UC
في	في	UC
السعودية	السعودية	UC
و	،	REPLACE_PM+REPLACE_XT
نسيت	نسيت	UC
حصار	حصار	UC
غزة	غزة	UC
المفروض	المفروض	UC
من	من	UC
الصهاينة	الصهاينة	UC
على	على	UC
مليون	مليون	UC
و نصف	ونصف	MERGE
فلسطيني	فلسطيني	UC
	،	INSERT_PM
ونسيت	ونسيت	UC
احتلال	احتلال	UC
العراق	العراق	UC
	،	INSERT_PM
و ما	وما	MERGE
في	في	UC
إلا	إلا	UC
سورية	سورية	UC
.	.	UC
.	.	UC
.	.	UC
و الجزيرة	والجزيرة	MERGE
ليست	ليست	UC
على	على	UC
حياد	حياد	UC
الجزيرة	الجزيرة	UC
طرف	طرف	UC
في	في	UC
موقع	موقع	UC
ما	ما	UC
	،	INSERT_PM
و هذا	وهذا	MERGE
الموقع	الموقع	UC
ساقط	ساقط	UC
	،	INSERT_PM
ساقط	ساقط	UC
	،	INSERT_PM
ساقط		DELETE_XM
حتى	حتى	UC
انقطاع	انقطاع	UC
النفس	النفس	UC
	.	INSERT_PM

ياناس	يا ناس	SPLIT
	،	INSERT_PM
ادعوا	ادعوا	UC
بالخير	بالخير	UC
لأخواننا	لإخواننا	REPLACE_OH
وابناءنا	وأبناءنا	REPLACE_OH
الطلاب	الطلاب	UC
الذين	الذين	UC
يدرسون	يدرسون	UC
في	في	UC
الجامعه	الجامعة	REPLACE_OT
	،	INSERT_PM
الا	ألا	REPLACE_OH
تعلمون	تعلمون	UC
ان	أن	REPLACE_OH
هناك	هناك	UC
اكثر	أكثر	REPLACE_OH
من	من	UC
7الاف	7 آلاف	REPLACE_X
طالب	طالب	UC
عربي	عربي	UC
ومسلم	ومسلم	UC
من	من	UC
أنحاء	أنحاء	UC
العالم	العالم	UC
يدرسون	يدرسون	UC
فيها	فيها	UC
.	.	UC
.	.	UC
.	.	UC
لماذا	لماذا	UC
تشمتون	تشمتون	UC
بالكفار	بالكفار	UC
	؟	INSERT_PM
صح	صح	UC
نحن	نحن	UC
ضد	ضد	UC
السياسة	السياسة	UC
الامريكية	الأمريكية	REPLACE_OH
بس	بس	UC
نحن	نحن	UC
لسنا	لسنا	UC
ضد	ضد	UC
الشعب	الشعب	UC
الأمريكي	الأمريكي	UC
المخدوع	المخدوع	UC
بالأعلام	بالإعلام	REPLACE_OH
الصيهوني	الصيهوني	UC
الذين	الذين	UC
يسيطرون	يسيطرون	UC
على	على	UC
الاعلام	الإعلام	REPLACE_OH
هناك	هناك	UC
منذ	منذ	UC
عقود	عقود	UC
.	.	UC
.	.	UC
.		DELETE_PM
كونوا	كونوا	UC
خير	خير	UC
أمة	أمة	UC
اخرجت	أخرجت	REPLACE_OH
للناس	للناس	UC
.	.	UC
.	.	UC
اللهيهدي	الله يهدي	SPLIT
الجميع	الجميع	UC
	.	INSERT_PM

نعم	نعم	UC
لدينا	لدينا	UC
عصابات	عصابات	UC
مسلحة	مسلحة	UC
ومسلحة	ومسلحة	UC
جيدا	جيدا	UC
من	من	UC
قبل	قبل	UC
النظام	النظام	UC
الاسدي	الأسدي	REPLACE_OH
المجرم	المجرم	UC
،	،	UC
ومن	ومن	UC
شدة	شدة	UC
القمع	القمع	UC
وتهاون	وتهاون	UC
اخوتنا	إخوتنا	REPLACE_OH
العرب	العرب	UC
واصدقاءنا	وإخوتنا	REPLACE_SW
الغرب	الغرب	UC
على	على	UC
دماء	دماء	UC
الشعب	الشعب	UC
السوري	السوري	UC
،	،	UC
قرر	قرر	UC
المقهورون	المقهورون	UC
من	من	UC
الجيش	الجيش	UC
ترك	ترك	UC
هذه	هذه	UC
المؤسسة	المؤسسة	UC
التي	التي	UC
تلوثت	تلوثت	UC
بدماء	بدماء	UC
الابرياء	الأبرياء	REPLACE_OH
العز ل	العزل	MERGE
،	،	UC
فقوبلوا	فقوبلوا	UC
بالإبادة	بالإبادة	UC
الجماعية	الجماعية	UC
والقتل	والقتل	UC
المباشر	المباشر	UC
،	،	UC
فماذا	فماذا	UC
تنتظرون	تنتظرون	UC
منهم	منهم	UC
التفرج	التفرج	UC
على	على	UC
من	من	UC
يقوم	يقوم	UC
بقتلهم	بقتلهم	UC
؟	؟	UC
؟	؟	UC
!	!	UC
!	!	UC
ارجوا	أرجوا	REPLACE_OH
من	من	UC
الناس	الناس	UC
يفهموا	يفهموا	UC
ماذا	ماذا	UC
يحصل	يحصل	UC
في	في	UC
سوريا	سوريا	UC
	.	INSERT_PM

شكرا	شكرا	UC
للجزيرة	للجزيرة	UC
منبر	منبر	UC
من	من	UC
لامنبر	لا منبر	SPLIT
له	له	UC
على	على	UC
تغطيتها	تغطيتها	UC
المميزة	المميزة	UC
للثورة	للثورة	UC
	،	INSERT_PM
ولن	ولن	UC
نوفي	نوفي	UC
الجزيرة	الجزيرة	UC
حقها	حقها	UC
مهما	مهما	UC
تحدثنا	تحدثنا	UC
	،	INSERT_PM
فلولا	فلولا	UC
الله	الله	UC
ثم	ثم	UC
وقوفها	وقوفها	UC
الى	إلى	REPLACE_OH
جانب	جانب	UC
الثورة	الثورة	UC
لكنا	لكنا	UC
لقمة	لقمة	UC
سائغة	سائغة	UC
لعصابة	لعصابة	UC
بشار	بشار	UC
	،	INSERT_PM
ولكن	ولكن	UC
الله	الله	UC
قيض	قيض	UC
لهذه	لهذه	UC
الامة	الأمة	REPLACE_OH
قناة	قناة	UC
حرة	حرة	UC
ودولة	ودولة	UC
حرة	حرة	UC
كقطر	كقطر	UC
لتقف	لتقف	UC
معنا	معنا	UC
كما	كما	UC
وقفت	وقفت	UC
الى	إلى	REPLACE_OH
جانب	جانب	UC
الشعب	الشعب	UC
المصري	المصري	UC
والليبي	والليبي	UC
والتونسي	والتونسي	UC
	،	INSERT_PM

يسجد	يسجد	UC
له	له	UC
ثانيأ	أولا	REPLACE_SW
"	"	UC
هذه	هذه	UC
الجملة	الجملة	UC
والله	والله	UC
تحير	تحير	UC
الفلاسفة	الفلاسفة	UC
و العلماء	والعلماء	MERGE
فضلا	فضلا	UC
عن	عن	UC
إعترافكم	اعترافكم	REPLACE_OH
أنكم	أنكم	UC
كنتم	كنتم	UC
تسجدون	تسجدون	UC
لبشار	لبشار	UC
و الآن	والآن	MERGE
تكبرون	تكبرون	UC
طول	طول	UC
النهار	النهار	UC
	.	INSERT_PM
والله	والله	UC
حالتكم	حالتكم	UC
حالة	حالة	UC
أنتم	أنتم	UC
عار	عار	UC
علينا	علينا	UC
أهل	أهل	UC
السنة	السنة	UC
بهدلة	نكبة	REPLACE_SW
كبرى	كبرى	UC
	،	INSERT_PM
و أخيرا	وأخيرا	MERGE
نقولك	نقول لك	REPLACE_X
جزائري	جزائري	UC
و نص	ونص	MERGE
و	و	UC
25	25	UC
	.	INSERT_PM

افلمسؤولية	كفى مسؤولية	REPLACE_X
يتحملها	يتحملها	UC
النظام	النظام	UC
السوري	السوري	UC
وحده	وحده	UC
يريد	يريد	UC
ان	أن	REPLACE_OH
يسوق	يسوق	UC
البشر	البشر	UC
كالغنم	كالغنم	UC
وقد	وقد	UC
عفى	عفى	UC
الزمن	الزمن	UC
عن	عن	UC
العبودية	العبودية	UC
كان	كان	UC
الاجدر	الأجدر	REPLACE_OH
به	به	UC
ان	أن	REPLACE_OH
يترك	يترك	UC
السلطة	السلطة	UC
اليهود	اليهود	UC
ارحم	أرحم	REPLACE_OH
بكثير	بكثير	UC
من	من	UC
هذا	هذا	UC
الولد	الولد	UC
المعتوه	المعتوه	UC
المطلوب	المطلوب	UC
هو	هو	UC
خروج	خروج	UC
كل	كل	UC
الشعب	الشعب	UC
في	في	UC
مقاومة	مقاومة	UC
مسلحة	مسلحة	UC
غير	غير	UC
ذلك	ذلك	UC
موت	موت	UC
عبثي	عبثي	UC
	.	INSERT_PM

إن	إن	UC
كان	كان	UC
الجيش	الجيش	UC
المصري	المصري	UC
و		DELETE_XM
قف	قف	UC
مع	مع	UC
الثورة	الثورة	UC
و كان	وكان	MERGE
حامي	حاميا	REPLACE_XC
أول	أول	UC
لها	لها	UC
	،	INSERT_PM
فتلك	فتلك	UC
كانت	كانت	UC
الثورة	الثورة	UC
و مطالب	ومطالب	MERGE
الحق	الحق	UC
حقيقة	حقيقة	UC
ضد	ضد	UC
الطاغية	الطاغية	UC
و أزلمه	وأزلامه	UNK
	.	INSERT_PM
أما	أما	UC
هذه	هذه	UC
فتعتبر	فتعتبر	UC
تحدي	تحديا	REPLACE_XN
و استفزاز	واستفزازا	REPLACE_X
له	له	UC
ولي أمن	ولأمن	UNK
و سلامة	وسلامة	MERGE
البلاد	البلاد	UC
	.	INSERT_PM
فلا	فلا	UC
نستغرب	نستغرب	UC
سقوط	سقوط	UC
هذه	هذه	UC
ضحايا	الضحايا	REPLACE_XF
فهيهات	فهيهات	UC
هيهات	هيهات	UC
	!	INSERT_PM

تحية	تحية	UC
للمجاهدين	للمجاهدين	UC
القابضين	القابضين	UC
على	على	UC
الجمر	الجمر	UC
في	في	UC
زمن	زمن	UC
التخاذل	التخاذل	UC
,	.	REPLACE_PC
فكرت	فكرت	UC
مليا	مليا	UC
قبل	قبل	UC
ان	أن	REPLACE_OH
اعلق	أعلق	REPLACE_OH
على	على	UC
هذه	هذه	UC
الحادثة	الحادثة	UC
,	،	REPLACE_PC
فهل	فهل	UC
اشفي	يشفي	REPLACE_OR
غليلي	غليلي	UC
بهم	بهم	UC
لما	لما	UC
يحدث	يحدث	UC
في	في	UC
فلسطين	فلسطين	UC
	،	INSERT_PM
والعراق	والعراق	UC
	،	INSERT_PM
والصومال	والصومال	UC
,	؟	REPLACE_PC
ام	أم	REPLACE_OH
انهم	أنهم	REPLACE_OH
طلاب	طلاب	UC
ابرياء	أبرياء	REPLACE_OH
لا	لا	UC
ذنب	ذنب	UC
لهم	لهم	UC
ولا	ولا	UC
قوة	قوة	UC
	،	INSERT_PM
فيكيفيهم	فكيف يصدقهم	REPLACE_X
انهم	أنهم	REPLACE_OH
قتلوا	قتلوا	UC
بدم	بدم	UC
بارد	بارد	UC
.	!	REPLACE_PC

اسمع	اسمع	UC
ياجربي	يا جربي	SPLIT
	،	INSERT_PM
انت	أنت	REPLACE_OH
انسان	إنسان	REPLACE_OH
كافر	كافر	UC
ملحد	ملحد	UC
	،	INSERT_PM
والله	والله	UC
يحشرك	يحشرك	UC
مع	مع	UC
آل	آل	UC
الاسد	الأسد	REPLACE_OH
في	في	UC
جهنم	جهنم	UC
وبئس	وبئس	UC
المصير	المصير	UC
بشرفي	بشرفي	UC
	،	INSERT_PM
مالك	مالك	UC
فهمان	فهمان	UC
	؟	INSERT_PM
الله	الله	UC
وين	أين	REPLACE_OR
حاطك	حاطك	UC
	؟	INSERT_PM
انت	أنت	REPLACE_OH
عرفان	عرفان	UC
شو	شو	UC
طبيعة	طبيعة	UC
النظام	النظام	UC
السوري	السوري	UC
قبل	قبل	UC
ماتاكل	أن تأكل	REPLACE_X
خ	خ	UC
.	.	UC
.	.	UC
.	.	UC
	،	INSERT_PM
.	.	UC
.	.	UC
ر	ر	UC
.	.	UC
.	.	UC
.		DELETE_PM
.		DELETE_PM
.		DELETE_PM
ا		DELETE_XM
واطمئن		DELETE_XM
اسرائيل		DELETE_XM
وامريكا		DELETE_XM
واوربا		DELETE_XM
مع		DELETE_XM
ربك		DELETE_XM
بشار		DELETE_XM
ياعدو		DELETE_XM
الله		DELETE_XM
ياعربي		DELETE_XM

الا	الا	UC
يستحي	يستحي	UC
المرء	المرء	UC
ان	ان	UC
يرد	يرد	UC
على	على	UC
عقبيه	عقبيه	UC
بعد	بعد	UC
ان	ان	UC
جعلنا	جعلنا	UC
الله	الله	UC
أخوة	أخوة	UC
في	في	UC
الدين	الدين	UC
رب	رب	UC
واحد	واحد	UC
نبي	نبي	UC
واحد	واحد	UC
مسجد	مسجد	UC
واحد	واحد	UC
قبله	قبله	UC
واحدة	واحدة	UC
من	من	UC
من	من	UC
الناس	الناس	UC
مات	مات	UC
وأخذ	وأخذ	UC
البلدة	البلدة	UC
معه	معه	UC
دعوها	دعوها	UC
أنها	أنها	UC
منتنة	منتنة	UC
دعوى	دعوى	UC
الجاهلية	الجاهلية	UC
(	(	UC
تلك	تلك	UC
الدار	الدار	UC
الآخرة	الآخرة	UC
نجعلها	نجعلها	UC
للذين	للذين	UC
لايريدون	لايريدون	UC
علوا	علوا	UC
في	في	UC
الأرض	الأرض	UC
ولا	ولا	UC
فسادا	فسادا	UC
والعاقبة	والعاقبة	UC
للمتقين	للمتقين	UC
)	)	UC
افيقوا	افيقوا	UC
من	من	UC
الفتنة	الفتنة	UC
ولعن	ولعن	UC
الله	الله	UC
من	من	UC
ايقظها	ايقظها	UC

النفط	النفط	UC
هي	هي	UC
المشكله	المشكلة	REPLACE_OT
الرءيسية	الرئيسية	REPLACE_OH
لكركوك	لكركوك	UC
	،	INSERT_PM
المناطق	المناطق	UC
الموجوده	الموجودة	REPLACE_OT
فيها	فيها	UC
النفط	النفط	UC
يسمونها	يسمونها	UC
مناطق	مناطق	UC
متنازع	متنازع	UC
عليها	عليها	UC
كما	كما	UC
يحلو	يحلو	UC
للبعض	للبعض	UC
ان	أن	REPLACE_OH
يسميها	يسميها	UC
ليسيطر	ليسيطر	UC
على	على	UC
مواردها	مواردها	UC
\	،	REPLACE_PC
بالخلاصه	الخلاصة	REPLACE_OT+REPLACE_XT
حاميها	حاميها	UC
حراميعا	حراما	REPLACE_OD
والعاقل	والعاقل	UC
يفهم	يفهم	UC
\	،	REPLACE_PC
وبوجود	وبوجود	UC
القلعه	القلة	REPLACE_OD+REPLACE_OT
في	في	UC
المناطق	المناطق	UC
التركمانية	التركمانية	UC
دليل	دليل	UC
على	على	UC
تركمانيتها	تركمانيتها	UC
ومنها	ومنها	UC
اربيل	أربيل	REPLACE_OH
المسروقه	المسروقة	REPLACE_OT
	،	INSERT_PM
واسماء	وأسماء	REPLACE_OH
الشوارع	الشوارع	UC
والازقة	والأزقة	REPLACE_OH
والمقابر	والمقابر	UC
القديمة	القديمة	UC
ووووو	وووووا	REPLACE_OW
دلائل	دلائل	UC
يفهمها	يفهمها	UC
العاقل	العاقل	UC
والتركمان	والتركمان	UC
لم	لم	UC
