SOURCE	TARGET
خلالها	خلالها
.	.
في	في
الختام	الختام
,	
أن	إن
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
تعتمد	تعتمد
على	على
كيفية	كيفية
استخدامها	استخدامها
,	,
فكما	فكما
قلنا	قلنا
سابقا	سابقا
هي	هي
سلاح	سلاح
ذو	ذو
حدين	حدين
,	,
لذا	لذا
على	على
الجميع	الجميع
توخي	توخي
الحذر	الحذر
عند	عند
استخدامها	استخدامها
,	
وتوقع	وتوقع
أخطاء	أخطاء
الآخرين	الآخرين
أيضا	أيضا
,	,
ولا	ولا
ننكر	ننكر
أنها	أنها
أصبحت	أصبحت
جزء	جزءا
لا	لا
يتجزأ	يتجزأ
من	من
حياتنا	حياتنا
في	في
هذا	هذا
الزمان	الزمان
.	.

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
عندما	عندما
دخلت	دخلت
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
عالمنا	عالمنا
,	
أحدثت	أحدثت
تغيرا	تغيرا
هائلا	هائلا
في	في
حياتنا	حياتنا
اليومية	اليومية
,	,
ولكن	ولكن
لكل	لكل
شيء	شيء
جديد	جديد
جوانب	جوانب
إيجابية	إيجابية
وسلبية	وسلبية
,	.
فقد	فقد
أصبح	أصبح
بعض	بعض
الناس	الناس
أكثر	أكثر
قربا	قربا
لبعض	لبعض
أصدقائهم	أصدقائهم
المغتربين	المغتربين
,	,
والبعض	والبعض
أصبحوا	أصبح
أكثر	أكثر
بعدا	بعدا
عن	عن
إخوانه	إخوانه
الذين	الذين
يجلسون	يجلسون
في	في
الغرفة	الغرفة
المجاورة	المجاورة
,	,
وهنا	وهنا
يأتي	يأتي
دور	دور
الفرد	الفرد
في	في
استخدام	استخدام
الشيء	الشيء
باتزان	باتزان
.	.
أن	إن
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
إفادة	أفادت
شتى	شتى
البشر	البشر
,	,
فقد	فقد
أصبح	أصبح
من	من
الممكن	الممكن
أن	أن
ترى	ترى
وتطمئن	وتطمئن
على	على
أخاك	أخيك
الذي	الذي
سافر	سافر
ليدرس	ليدرس
في	في
دولة	دولة
بعيدة	بعيدة
وأنت	وأنت
في	في
صالة	صالة
منزلك	منزلك
,	,
وتستطيع	وتستطيع
أن	أن
تسمع	تسمع
أخبار	أخبار
العالم	العالم
بكبسة	بكبسة
زر	زر
,	,
وغيرها	وغيرها
الكثير	الكثير
من	من
الأشياء	الأشياء
الجميلة	الجميلة
والمفيدة	والمفيدة
التي	التي
تستطيع	تستطيع
أن	أن
تفعلها	تفعلها
إذا	إذا
باستخدامك	باستخدامك
لوسائل	لوسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
,	.
ولكن	ولكن
هناك	هناك
من	من
يسيء	يسيء
استخدامها	استخدامها
.	,
فهناك	فهناك
من	من
استخدموا	استخدموا
هذه	هذه
التكنلوجيا	التكنولوجيا
لعمل	لعمل
السوء	السوء
,	,
فمنهم	فمنهم
من	من
ينشر	ينشر
الإشاعات	الإشاعات
ويشوه	ويشوه
سمعة	سمعة
مجتمع	مجتمع
ودولة	ودولة
,	,
ومنهم	ومنهم
من	من
أصبح	أصبح
مدمنا	مدمنا
في	في
استخدام	استخدام
هذه	هذه
الوسائل	الوسائل
حتى	حتى
آثر	أثر
ذلك	ذلك
على	على
جسده	جسده
فبسبب	فبسبب
الإدمان	الإدمان
أصبح	أصبح
هذا	هذا
الشخص	الشخص
كسولا	كسولا
,	
لا	لا
يحب	يحب
الحركة	الحركة
,	,
وبتالي	وبالتالي
سوف	سوف
يكون	يكون
أكثر	أكثر
عرضة	عرضة
للأمراض	للأمراض
.	.
ولذلك	ولذلك
يجب	يجب
علينا	علينا
أن	أن
نستخدم	نستخدم
هذه	هذه
الوسائل	الوسائل
بحكمة	بحكمة
وباتزان	وباتزان
,	,
لأن	لأن
أي	أي
شيء	شيء
إذا	إذا
استخدمته	استخدمته
زيادة	زيادة
عن	عن
اللزوم	اللزوم
سوف	سوف
ينقلب	ينقلب
ضدك	ضدك
.	.

في	في
هذا	هذا
العصر	العصر
الجديد	الجديد
الجميع	الجميع
مدمنون	مدمنون
على	على
الكنولجيا	التكنولوجيا
و خصيصا	وخصيصا
استخدام	استخدام
التواصل	التواصل
الاجتماعي	الاجتماعي
يوميا	يوميا
من	من
دون	دون
توقف	توقف
.	.
في	في
كل	كل
شيء	شيء
تتواجد	تتواجد
السلبيات	السلبيات
و الإيجابيات	والإيجابيات
و لكن	ولكن
	في
بعض	بعض
الأحيان	الأحيان
قد	قد
تتدفق	تتدفق
السلبيات	السلبيات
على	على
الإيجابيات	الإيجابيات
من ما	مما
سيجلعها	سيجعلها
أكثر	أكثر
خطرا	خطرا
على	على
المجتمع	المجتمع
.	.
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
هي	هي
وسيلة	وسيلة
للتواصل	للتواصل
و معرفة	ومعرفة
آخر	آخر
الأخيار	الأخبار
المهمة	المهمة
في	في
العالم	العالم
.	.
يمكن	يمكن
للفرد	للفرد
أن	أن
يستخدم	يستخدم
التواصل	التواصل
الاجتماعي	الاجتماعي
بالطريقة	بالطريقة
الصحيحة	الصحيحة
وهذا	وهذا
بأتباع	باتباع
القوانين	القوانين
المطالبة	المطالبة
.	.
من	من
أكبر	أكبر
مخاطر	مخاطر
استخدام	استخدام
التواصل	التواصل
الاجتناعي	الاجتماعي
و أكثرها	وأكثرها
عرضا	عرضا
هي	هي
استخدام	استخدام
الأطفال	الأطفال
	-
بشكل	بشكل
غير	غير
صحي	صحي
	-
للتواصل	للتواصل
الاجتماعي	الاجتماعي
بالطريقة	بالطريقة
الاخاطئة	الخاطئة
من ما	مما
يؤدي	يؤدي
إلى	إلى
الكثير	الكثير
من	من
المشاكل	المشاكل
.	.
تتواجد	تتواجد
الكثير	الكثير
من	من
الأشياء	الأشياء
المطروحة	المطروحة
على	على
التواصل	التواصل
الاجتماعي	الاجتماعي
التي	التي
لا	لا
يجب	يجب
لأي	لأي
طفل	طفل
أن	أن
يراها	يراها
أو	أو
يقرأها	يقرأها
ولا	ولا
تتواجد	تتواجد
أمور	أمور
لمنع	لمنع
ظهور	ظهور
هذه	هذه
الأشياء	الأشياء
التي	التي
قد	قد
تضر	تضر
تفكير	تفكير
الطفل	الطفل
و أفعاله	وأفعاله
.	.
كما	كما
أن	أن
استخدام	استخدام
التواصل	التواصل
الاجتماعي	الاجتماعي
قد	قد
يظر	يضر
بالصحة	بالصحة
النظرية	النظرية
و الجلوس	والجلوس
لوقت	لوقت
طويل	طويل
للنظر	للنظر
إلى	إلى
الهاتف	الهاتف
.	.
كما	كما
أن	أن
في	في
بعض	بعض
الأحيان	الأحيان
تتداول	تتداول
مواضيع	مواضيع
سياسية	سياسية
بين	بين
الدول	الدول
قد	قد
يقع	يقع
الشخص	الشخص
في	في
الكثير	الكثير
من	من
المصائب	المصائب
أثناء	أثناء
طرحها	طرحها
أو	أو
التعليق	التعليق
عليها	عليها
.	.
لهذا	لهذا
يجب	يجب
على	على
الافرد	الفرد
أن	أن
يكون	يكون
واعيا	واعيا
على	على
هذه	هذه
المخاطر	المخاطر
و عليه	وعليه
أن	أن
يعرف	يعرف
مدى	مدى
أهميتها	أهميتها
لعدم	لعدم
الوقوع	الوقوع
في	في
هذه	هذه
الأخطاء	الأخطاء
و استخدام	واستخدام
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
صحيح	صحيح
.	.

السوشل	السوشيال
ميديا	ميديا
كلنا	كلنا
نعلم	نعلم
إلى	إلى
أين	أين
وصلت	وصلت
المرحلة	المرحلة
التطورية	التطورية
التي	التي
تسمى	تسمى
بمسمى	بمسمى
التواصل	التواصل
الاجتماعي	الاجتماعي
أو	أو
السوشل	السوشيال
ميديا	ميديا
.	,
وكيفية	وكيف
جعلت	جعلت
كل	كل
شخص	شخص
يدمن	يدمن
عليها	عليها
بشكل	بشكل
لايوصف	لا يوصف
سواء	سواء
شخص	شخص
بالغ	بالغ
أم	أم
طفل	طفل
,	,
فلكل	فكل
شيئ	شيء
في	في
هذه	هذه
الأرض	الأرض
يوجد	يوجد
به	به
التأثيرات	التأثيرات
الجيدة	الجيدة
والمفيدة	والمفيدة
وكذلك	وكذلك
التأثيرات	التأثيرات
السلبية	السلبية
.	.
ف سوف	فسوف
أعرفكم	أعرفكم
أن	
أهمية	أهمية
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
وكيفية	وكيفية
تأثيره	تأثيرها
على	على
حياتنا	حياتنا
سواء	سواء
على	على
الفرد	الفرد
اأو	أو
المجتمع	المجتمع
	.
التواصل	التواصل
الاجتماعي	الاجتماعي
هو	هو
عبارة	عبارة
عن	عن
وسيلة	وسيلة
يجيدها	يجيدها
البعض	البعض
ويجهلها	ويجهلها
البعض	البعض
وهيه	وهي
تكون	تكون
متكونة	متكونة
من	من
عدة	عدة
برامج	برامج
	,
وأمثلة	وأمثلة
عليها	عليها
:	:
الإنستغرام	الإنستجرام
, تويتر	وتويتر
, سنأب شات	وسنابتشات
وغيرها	وغيرها
من	من
البرامج	البرامج
الدينية	الدينية
والثقافية	والثقافية
وغيرها	
.	.
وهي	وهي
تستختدم	تستخدم
للتواصل	للتواصل
والاستفادة	والاستفادة
من	من
المعلومات	المعلومات
وأيضا	وأيضا
لقضاء	لقضاء
وقت	وقت
الفراغ	الفراغ
للإيستمتاع	للاستمتاع
بطعم	بطعم
الجياة	الحياة
.	.
البعض	البعض
منا	منا
يفكر	يفكر
أو	أو
أنه	أنه
يضع	يضع
فكرة	فكرة
أن	أن
السوشل	السوشيال
ميديا	ميديا
لها	لها
فوائد	فوائد
كثيرة	كثيرة
ولا	ولا
يوجد	يوجد
بها	بها
سلبيات	سلبيات
	,
ولكن	ولكن
أريد	أريد
أن	أن
أبث	أبث
له	له
رسالة	رسالة
أن	أن
كل	كل
شيئ	شيء
في	في
هذا	هذا
الكوكب	الكوكب
الصغير	الصغير
يوجد	يوجد
به	به
المحسنات	الحسنات
والأمور	والأمور
الغير	غير
جيدة	الجيدة
.	,
ف تكون	فتكون
هذه	هذه
الآثار	الآثار
على	على
الفرد	الفرد
والمجتمع	والمجتمع
.	.
الآثار	الآثار
اللإيجابية	الإيجابية
على استخدام	لاستخدام
الوسائل	الوسائل
المتطورة	المتطورة
(	(
التواصل	التواصل
الاجتماعي	الاجتماعي
)	)
وهي:1	وهي : 1
-	-
نبحث	نبحث
عن	عن
الكثير	الكثير
من	من
المعلومات	المعلومات
من	من
خلال	خلال
الشبكة	الشبكة
العنكبوتية.2	العنكبوتية . 2
-	-
استغلال	استغلال
وقت	وقت
الفراغ	الفراغ
والحد	والحد
من	من
الملل.3	الملل . 3
-	-
التواصل	التواصل
مع	مع
الآهل	الأهل
والأقارب	والأقارب
لتوفير	للتوفير
من	من
الوقت	الوقت
وكذلك	وكذلك
التواصل	التواصل
مع خارج	بخارج
البلاد	البلاد
والأصدقاء	والأصدقاء
.	.
وهنا	وهنا
الآثار	الآثار
السلبيةأولا	السلبية , أولا
:	:
انتشار	انتشار
الأمراض	الأمراض
مثل	مثل
البدانة	البدانة
وضياع	وضياع
النظر	النظر
.	.
ثانيا	ثانيا
:	:
استخدامها	استخدامها
بطريقة	بطريقة
غير	غير
ملائمة	ملائمة
واستخدامها	واستخدامها
وسيلة	وسيلة
لاستغلال	لاستغلال
بعض	بعض
الأشخاص	الأشخاص
ب التهديدات	بالتهديدات
وغيرها	وغيرها
من	من
الأمور	الأمور
المكروها	المكروهة
.	.
ثالثا	ثالثا
والنقطة	والنقطة
المهمة	المهمة
:	:
انشغال	انشغال
الناس	الناس
بالتواصل	بالتواصل
الاجتماعي	الاجتماعي
عن	عن
الأمور	الأمور
الدينية	الدينية
والصلاة	والصلاة
وقراءة	وقراءة
القرآن	القرآن
وكثرة	وكثرة
النوم	النوم
والكسل	والكسل
.	.
نتناول	نتناول
هنا	هنا
الآثار	الآثار
من	من
الناحيتين	الناحيتين
على	على
المجتمع	المجتمع
.	,
أولا	أولا
:	
الإيجابيات	الإيجابيات
:	:
البحث	البحث
عن	عن
الكثير	الكثير
من	من
المعلومات	المعلومات
الجيدة	الجيدة
والمفيدة	والمفيدة
مما	مما
يساعد	يساعد
على	على
تطور	تطور
البحث	البحث
العلمي	العلمي
.	,
نشر	نشر
الثقافات	الثقافات
بين	بين
الدول	الدول
والاستفادة	والاستفادة
منهم	منها
وتبادل	وتبادل
التعاون	التعاون
والتكافل	والتكافل
مثل	مثل
ما	ما
حثنا	حثنا
الله	الله
سبحانه	سبحانه
تعالى	تعالى
.	,
الاستفادة	الاستفادة
منها	منها
في	في
حجز	حجز
مواعيد	مواعيد
المستشفى	المستشفى
أو	أو
غيرها	غيرها
مما	مما
سهل	سهل
عملية	عملية
سهولة	سهولة
العمل	العمل
مع	مع
الناس	الناس
.	.
وأيضا	وأيضا
مع	مع
تقدم	تقدم
التواصل	التواصل
الاجتماعي	الاجتماعي
ساهم	ساهم
في	في
كثرة	كثرة
الجرائم	الجرائم
آلا | لكترونية	الإلكترونية
والتعدي	والتعدي
على	على
الخصوصيات	الخصوصيات
ف جعل	فجعل
الدول	الدول
لاتثق	لا تثق
في	في
بعضها	بعضها
.	.
جعل	جعل
الأمراض	الأمراض
المزمنة	المزمنة
تتكاثر	تتكاثر
بشكل	بشكل
غير	غير
طبيعي	طبيعي
مثل	مثل
أمراض	أمراض
القلب	القلب
لقلة	لقلة
الحركة	الحركة
وقلة	وقلة
العمل	العمل
والكسل	والكسل
الدائم	الدائم
.	,
وغيرها	وغيرها
من	من
الأمور	الأمور
التي	التي
يجب	يجب
أن	أن
تحد	تحد
لأنها	لأنها
سببت	سببت
مشاكل	مشاكل
كثيرة	كثيرة
على	على
المجتمع	المجتمع
.	.
وأخيرا	وأخيرا
أنصح	أنصح
كل	كل
شخص	شخص
بإستخادم	باستخدام
الكوكب	الكوكب
الذكي	الذكي
الصغير	الصغير
الذي	الذي
يحمله	يحمله
بيده	بيده
كل	كل
يوم	يوم
	-
وهنا	وهنا
أقصد	أقصد
الهاتف	الهاتف
	-
باستغلاله	باستغلاله
بطريقة	بطريقة
جيدة	جيدة
ومفيدة	ومفيدة
لكي	لكي
يستفيد	يستفيد
هو	هو
وغيره	وغيره
وليتطور	وليتطور
مجتمعه	مجتمعه
ولكي	ولكي
يساهم	يساهم
في	في
ظهور	ظهور
التخصصات	التخصصات
المستقبلية	المستقبلية
وغيرها	وغيرها
.	.

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
أصبحت	أصبحت
وسائل	وسائل
النواصل	التواصل
الاجتماعي	الاجتماعي
من	من
أكثر	أكثر
المور	الأمور
المنتشرة	المنتشرة
في	في
عالمنا	عالمنا
اليوم	اليوم
,	,
و لها	ولها
بعض	بعض
الإيجابيات	الإيجابيات
و السلبيات	والسلبيات
على	على
الفرد	الفرد
و المجتمع	والمجتمع
.	,
تعتمد	تعتمد
على	على
طريقة	طريقة
الشخص	الشخص
و استعماله	واستعماله
للبرامج	للبرامج
.	.
تصبح	تصبح
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
إيجابية	إيجابية
عندما	عندما
الفرد	الفرد
يستخدمها	يستخدمها
من	من
آجل	أجل
العلم	العلم
,	,
على	على
سبيل	سبيل
المثال	المثال
يدخل	يدخل
على	على
مواقع	مواقع
يبحث	يبحث
عن	عن
مواضيع	مواضيع
تساعده	تساعده
في	في
دراسته	دراسته
,	,
أو	أو
عندما	عندما
يتحدث	يتحدث
مع	مع
الآخرين	الآخرين
ليتلقى	ليتلقى
بعض	بعض
المعلومات	المعلومات
التي	التي
تساعده	تساعده
أن	أن
ينمي	ينمي
مهاراته	مهاراته
.	.
يكون	تكون
أيضا	أيضا
إيجابيا	إيجابية
عندما	عندما
الشخص	الشخص
يسعد	يسعد
نفسه	نفسه
في	في
استخدامها	استخدامها
,	,
لكن	لكن
لفترة	لفترة
قصيرة	قصيرة
فقط	فقط
.	.
يكون	يكون
تأثير	تأثير
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
إيجابيا	إيجابيا
على	على
المجتمع	المجتمع
عندما	عندما
يكون	يكون
بعيدا	بعيدا
عن	عن
الفساد	الفساد
,	,
على	على
سبيل	سبيل
المثال	المثال
يجتمعوا	يجتمع
الكثير	الكثير
من	من
الناس	الناس
في	في
مجموعات	مجموعات
في	في
الواتس آب	الواتساب
أو	أو
برنامج	برنامج
آخر	آخر
,	,
و يشارك	ويشارك
بعضهم	بعضهم
البعض	البعض
في	في
مواضيع	مواضيع
تطور	تطور
من	من
حياتهم	حياتهم
,	
أو	أو
تحذرهم	تحذرهم
من	من
موضوعا	موضوع
ما	ما
كالفيروس	كالفيروس
في	في
بعض	بعض
المواقع	المواقع
و نحوهما	ونحوها
من	من
الأمور	الأمور
.	.
أيضا	أيضا
تكون	تكون
إيجابية	إيجابية
عندما	عندما
يجتمع	يجتمع
الطلاب	الطلاب
فيها	فيها
,	,
و يشاركوا	ويشاركون
أفكارهم	أفكارهم
و يقوموا	ويقومون
بمساعدة	بمساعدة
بعضهم	بعضهم
البعض	البعض
.	.
تصبح	تصبح
وسائل	وسائل
التواصل	التواصل
سلبية	سلبية
على	على
الفرد	الفرد
عندما	عندما
يستخدمها	يستخدمها
من	من
آجل	أجل
الانشغال	الانشغال
عن	عن
تعليمه	تعليمه
أو	أو
عن	عن
عمله	عمله
,	
و عندما	وعندما
يستخدمها	يستخدمها
من	من
آجل	أجل
التواصل	التواصل
مع	مع
أفراد	أفراد
ينشرون	ينشرون
الفساد	الفساد
,	
أو	أو
عندما	عندما
يكون	يكون
مندمنا	مدمنا
عليها	عليها
,	
ولا	ولا
يريد	يريد
الاجتماع	الاجتماع
مع	مع
الآخرين	الآخرين
بسبب	بسبب
تأثيرها	تأثيرها
السلبي	السلبي
عليه	عليه
.	.
تأثيرها	تأثيرها
يكون	يكون
سيء	سيئا
على	على
المجتمع	المجتمع
عندما	عندما
يجتعوا	يجتمعون
مع	مع
بعضهم	بعضهم
البعض	البعض
مع	مع
ثقافات	ثقافات
أخرى	أخرى
أو	أو
آناس	أناس
ينشرون	ينشرون
الفساد	الفساد
,	
و يكون	ويكون
هدفهم	هدفهم
الشر	الشر
,	
و تكون	وتكون
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
هي	هي
الآمر	الأمر
الذي	الذي
يساعدهم	يساعدهم
من	من
آجل	أجل
الوصول	الوصول
إلى	إلى
ما	ما
يرديرون	يريدون
الوصول	الوصول
إليه	إليه
.	.
أصبحت	أصبحت
تأثر	تؤثر
بشكل	بشكل
كبير	كبير
على	على
الاجتمعات	الاجتماعات
بين	بين
الآهل	الأهل
و الأصداقاء	والأصدقاء
,	,
أصبت	أصبح
الناس	الناس
لا	لا
تريد	يريدون
أن	أن
تجتمع	يجتمعوا
وجها	وجها
ب وجه	لوجه
,	,
يريدون	يريدون
فقط	فقط
التحدث	التحدث
من	من
خلال	خلال
البرامج	البرامج
.	.
أن	إن
كانوا	كانوا
في	في
اجتماع	اجتماع
مع	مع
بعضعم	بعضهم
فكل	فكل
أحد	واحد
منهم	منهم
يستخدم	يستخدم
هاتفه	هاتفه
ولا	ولا
يلفت	يلتفت
إلى	إلى
الآخر	الآخر
,	,
وهذا	وهذا
يجعل	يجعل
كبار	كبار
المسنين	المسنين
بأن	
يشعروا	يشعرون
أن	أن
لا	لا
أهمية	أهمية
لهم	لهم
.	.
تعتمد	تعتمد
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
على	على
الشخص	الشخص
و طريقة	وطريقة
استعماله	استعماله
.	.
يجب	يجب
أيض	أيضا
من	من
قبل	قبل
أولياء	أولياء
الأمور	الأمور
أن	أن
يراقبوا	يراقبوا
أبنائهم	أبناءهم
حتى	حتى
لا	لا
يصلوا	يصلوا
إلى	إلى
مرحلة	مرحلة
الفساد	الفساد
.	,
هذا	هذا
أيضا	أيضا
من	من
آجل	أجل
الوصول	الوصول
إلى	إلى
مجتمع	مجتمع
ناتج	ناتج
و نافع	ونافع
و إيجابي	وإيجابي
.	.

التطور	التطور
الحضاري	الحضاري
الذي	الذي
تشهده	تشهده
دولة	دولة
الأمارات	الإمارات
العربية	العربية
المتحدة	المتحدة
لم	لم
يمض	يمض
على	على
قيام	قيام
دولة	دولة
الأمارات	الإمارات
العربية	العربية
المتحدة	المتحدة
خمسون	خمسون
عاما	عاما
,	,
ومع	ومع
ذلك	ذلك
هناك	هناك
فرق	فرق
كبير	كبير
جدا	جدا
قبل	قبل
أربعون	أربعين
عاما	عاما
مقارنة	مقارنة
بالآن	بالآن
,	,
فقد	فقد
حرصت	حرصت
الحكومة	الحكومة
على	على
تطوير	تطوير
الدولة	الدولة
من	من
كل	كل
النواحي	النواحي
مثل	مثل
التعليم	التعليم
, الصحة	والصحة
, العمران	والعمران
,	
وغيرها	وغيرها
من	من
المجالات	المجالات
.	.
كان	كان
عدد	عدد
الطلاب	الطلاب
قليلا	قليلا
جدا	جدا
في	في
فترة	فترة
السبعينات	السبعينات
,	
وكان	وكان
معظم	معظم
الطلاب	الطلاب
يذهبون	يذهبون
إلى	إلى
أمام	إمام
المسجد	المسجد
أو	أو
بما	بما
يطلق	يطلق
عليه	عليه
المطوع	المطوع
;	
لحفظ	لحفظ
القرآن	القرآن
,	,
ومع	ومع
مرور	مرور
الزمن	الزمن
,	
بدا	بدأ
الطلاب	الطلاب
و الطالبات	والطالبات
بالذهاب	بالذهاب
إلى	إلى
المدرسة	المدرسة
,	
وكانوا	وكانوا
يدرسون	يدرسون
باستخدام	باستخدام
الكتب	الكتب
,	.
ومع	ومع
التقدم	التقدم
الحضاري	الحضاري
ومواكبة	ومواكبة
التطور	التطور
,	
أصبح	أصبح
التلاميذ	التلاميذ
في	في
دولة	دولة
الأمارات	الإمارات
يدرسون	يدرسون
باستخدام	باستخدام
التقنية	التقنية
والأجهزة	والأجهزة
الإلكترونية	الإلكترونية
,	,
وأصبحت	وأصبحت
دولة	دولة
الأمارات	الإمارات
الآن	الآن
من	من
أكثر	أكثر
الدول	الدول
المتقدمة	المتقدمة
في	في
مجال	مجال
التعليم	التعليم
باستخدام	باستخدام
التكنلوجيا	التكنولوجيا
.	.
وقد	وقد
شهدت	شهدت
دولة	دولة
الأمارات	الإمارات
تطور	تطورا
كبير	كبيرا
في	في
مجال	مجال
الرعاية	الرعاية
الصحية	الصحية
,	,
فقديما	فقديما
كان	كانت
	هناك
بعض	بعض
الأمراض	الأمراض
مثل	مثل
الجدري	الجدري
وغيره	وغيره
من	من
الأمراض	الأمراض
القاتلة	القاتلة
,	
وكان	وكان
العلاج	العلاج
الأكثر	الأكثر
استخداما	استخداما
وشيوعا	وشيوعا
هي	هو
الأعشاب	الأعشاب
,	,
أما	أما
الآن	الآن
فقد	فقد
أصبح	أصبح
علاج	علاج
مرض	مرض
الجدري	الجدري
سهل	سهلا
جدا	جدا
,	
وأصبح	وأصبح
الأطباء	الأطباء
يعتمدون	يعتمدون
على	على
الحبوب	الحبوب
والأدوية	والأدوية
في	في
علاج	علاج
الناس	الناس
,	
وتكون	وتكون
هذه	هذه
الأدوية	الأدوية
فعالة	فعالة
جدا	جدا
.	.
عاش	عاش
أجدادنا	أجدادنا
وآبائنا	وآباؤنا
في	في
بيوت	بيوت
بسيطة	بسيطة
جدا	جدا
مصنوعة	مصنوعة
من	من
مواد	مواد
بسيطة	بسيطة
جدا	جدا
مثل	مثل
سعف	سعف
النخيل	النخيل
والطين	والطين
,	,
ومع	ومع
مرور	مرور
الوقت	الوقت
,	
تكاثرت	تكاثرت
الموارد	الموارد
التي	التي
ساهمت	ساهمت
في	في
بناء	بناء
بيوت	بيوت
كبيرة	كبيرة
وجميلة	وجميلة
من	من
كل	كل
الجهات	الجهات
,	.
وقد	وقد
ظهرت	ظهرت
عدة	عدة
معالم	معالم
للدولة	للدولة
أبرزها	أبرزها
برج	برج
خليفة	خليفة
الذي	الذي
مازال	ما زال
أطول	أطول
برج	برج
في	في
العالم	العالم
,	,
وغيره	وغيره
من	من
المعالم	المعالم
التي	التي
برزت	برزت
بسبب	بسبب
التطور	التطور
الحضاري	الحضاري
في	في
الدولة	الدولة
.	.
جميع	جميع
التغيرات	التغيرات
التي	التي
حدثت	حدثت
تشهد	تشهد
أن	أن
التطور	التطور
الحضاري	الحضاري
في	في
دولة	دولة
الأمارات	الإمارات
كبير	كبير
جدا	جدا
	وما
,	
ومازالت	زالت
الدولة	الدولة
تعمل	تعمل
على	على
تطوير	تطوير
الدولة	الدولة
أكثر	أكثر
وأكثر	وأكثر
,	
لأن	لأن
رؤية	رؤية
الدولة	الدولة
هي	هي
أن	أن
تكون	تكون
في	في
المرتبة	المرتبة
الأولى	الأولى
من	من
جميع	جميع
النواحي	النواحي
.	.

التسامح	التسامح
التسامح	التسامح
,	
وما	وما
أدراك	أدراك
ما	ما
التسامح	التسامح
?	?
هو	هو
صفة	صفة
عظيمة	عظيمة
يتحلى	يتحلى
بها	بها
الناس	الناس
لترفعهم	لترفعهم
إلى	إلى
أعلى	أعلى
مراتب	مراتب
الأخلاق	الأخلاق
الكريمة	الكريمة
,	,
وأهم	وأهم
من	من
ذلك	ذلك
فهي	فهي
صفة	صفة
سيدنا	سيدنا
ورسولنا	ورسولنا
الكريم	الكريم
محمد	محمد
	-
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
,	-
قدوة	قدوة
المسلمين	المسلمين
أجمع	أجمعين
.	.
التسامح	التسامح
عبارة	عبارة
عن	عن
العطف	العطف
والعفو	والعفو
عن	عن
من	من
تسبب	تسبب
لنا	لنا
بأذى	بأذى
متعمد	متعمد
أو	أو
غير	غير
متعمد	متعمد
,	
والتغاضي	والتغاضي
عن	عن
خطأه	خطئه
وعدم	وعدم
رده	رده
بخطأ	بخطأ
آخر	آخر
بداعي	بداعي
الانتقام	الانتقام
,	,
فهذا	فهذا
الشي	الشيء
يخالف	يخالف
ما	ما
أوصانا	أوصانا
به	به
ديننا	ديننا
الحنيف	الحنيف
,	,
فأوصانا	فأوصانا
ديننا	ديننا
الكريم	الكريم
بالتحلي	بالتحلي
بصفة	بصفة
التسامح	التسامح
,	,
وكما	وكما
يقال	يقال
المسامح	المسامح
كريم	كريم
,	.
لا	لا
يعني	يعني
ذلك	ذلك
ترك	ترك
المخطئ	المخطئ
يعيد	يعيد
أخطاءه	أخطاءه
!	,
لكن	لكن
ذلك	ذلك
يعني	يعني
بأن	بأن
ننصحه	ننصحه
ونوجه	ونوجهه
للطريق	للطريق
الصحيح	الصحيح
والابتعاد	والابتعاد
عن	عن
الانتقام	الانتقام
منه	منه
باي	بأي
طريقة	طريقة
أخرى	أخرى
,	.
أعطت	أعطت
دولة	دولة
الأمارات	الإمارات
أهمية	أهمية
كبيرة	كبيرة
لصفة	لصفة
التسامح	التسامح
,	,
فوالدنا	فوالدنا
الشيخ	الشيخ
زايد	زايد
بن	بن
سلطان	سلطان
	-
رحمه	رحمه
الله	الله
	-
كان	كان
مثالا	مثالا
حسنا	حسنا
للتسامح	للتسامح
,	.
فقد	فقد
تم	تم
تسمية	تسمية
عام	عام
2019	2019
لدولة	لدولة
الأمارات	الإمارات
العربية	العربية
المتحدة	المتحدة
بعام	بعام
التسامح	التسامح
,	
في	في
إطار	إطار
تعزيز	تعزيز
مفهوم	مفهوم
التسامح	التسامح
لدى	لدى
المواطنين	المواطنين
والمقيمين	والمقيمين
وزوار	وزوار
دولتنا	دولتنا
الحبيبة	الحبيبة
,	.
ولتعزيز	ولتعزيز
التسامح	التسامح
أكثر	أكثر
في	في
المجتمع	المجتمع
,	
يجب	يجب
